"Year.ID.ForecastYear.Quarter","YEAR FORECAST MADE","YEAR BEING FORECAST","QUARTER","FORECASTER ID","INDUSTRY","BIN 1","BIN 2","BIN 3","BIN 4","BIN 5","BIN 6","BIN 7","BIN 8","BIN 9","BIN 10","BIN 11","BIN 12","BIN 13","BIN 14","BIN 15","INDICATOR","TDIST"
"1968-84-1968-4",1968,1968,4,84,,0,0,0,20,40,20,10,10,0,0,0,0,0,0,0,"NominalGNP",0
"1968-85-1968-4",1968,1968,4,85,,0,0,0,10,20,50,20,0,0,0,0,0,0,0,0,"NominalGNP",0
"1968-86-1968-4",1968,1968,4,86,,0,0,0,10,70,20,0,0,0,0,0,0,0,0,0,"NominalGNP",0
"1968-87-1968-4",1968,1968,4,87,,0,0,0,60,20,10,10,0,0,0,0,0,0,0,0,"NominalGNP",0
"1968-88-1968-4",1968,1968,4,88,,0,0,10,40,30,20,0,0,0,0,0,0,0,0,0,"NominalGNP",0
"1968-89-1968-4",1968,1968,4,89,,0,0,8,30,45,15,2,0,0,0,0,0,0,0,0,"NominalGNP",0
"1969-2-1969-1",1969,1969,1,2,,0,25,50,25,0,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-3-1969-1",1969,1969,1,3,,,,,,,,,,,,,,,,,"NominalGNP",0.75
"1969-4-1969-1",1969,1969,1,4,,0,0,0,15,40,40,5,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-6-1969-1",1969,1969,1,6,,0,0,5,10,25,10,10,10,10,10,10,0,0,0,0,"NominalGNP",0.75
"1969-7-1969-1",1969,1969,1,7,,1,5,25,45,15,5,4,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-8-1969-1",1969,1969,1,8,,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-9-1969-1",1969,1969,1,9,,1,4,6,10,15,20,20,15,5,4,0,0,0,0,0,"NominalGNP",0.75
"1969-10-1969-1",1969,1969,1,10,,0,0,10,40,25,15,5,4,1,0,0,0,0,0,0,"NominalGNP",0.75
"1969-15-1969-1",1969,1969,1,15,,0,0,5,40,40,10,5,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-16-1969-1",1969,1969,1,16,,0,0,0,0,0,50,20,20,10,0,0,0,0,0,0,"NominalGNP",0.75
"1969-18-1969-1",1969,1969,1,18,,0,0,0,0,0,0,10,40,25,10,10,5,0,0,0,"NominalGNP",0.75
"1969-21-1969-1",1969,1969,1,21,,0,5,15,45,20,10,5,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-22-1969-1",1969,1969,1,22,,0,0,5,10,75,5,5,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-23-1969-1",1969,1969,1,23,,0,0,0,60,30,10,0,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-26-1969-1",1969,1969,1,26,,2,15,40,30,10,3,0,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-28-1969-1",1969,1969,1,28,,3,5,10,12,15,20,12,10,6,2,1,1,1,1,1,"NominalGNP",0.75
"1969-29-1969-1",1969,1969,1,29,,0,0,0,5,60,20,15,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-30-1969-1",1969,1969,1,30,,0,0,0,20,75,5,0,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-31-1969-1",1969,1969,1,31,,5,10,20,45,15,5,0,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-32-1969-1",1969,1969,1,32,,0,0,0,30,50,20,0,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-37-1969-1",1969,1969,1,37,,1,3,8,13,19,26,15,8,4,2,1,0,0,0,0,"NominalGNP",0.75
"1969-38-1969-1",1969,1969,1,38,,0,0,10,60,30,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-39-1969-1",1969,1969,1,39,,0,0,0,10,30,50,10,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-40-1969-1",1969,1969,1,40,,,,,,,,,,,,,,,,,"NominalGNP",0.75
"1969-41-1969-1",1969,1969,1,41,,0,0,0,75,25,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-42-1969-1",1969,1969,1,42,,0,0,0,60,20,20,0,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-43-1969-1",1969,1969,1,43,,0,0,0,0,15,80,5,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-44-1969-1",1969,1969,1,44,,,,,,,,,,,,,,,,,"NominalGNP",0.75
"1969-46-1969-1",1969,1969,1,46,,0,0,10,30,50,10,0,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-48-1969-1",1969,1969,1,48,,0,2,10,30,40,15,3,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-49-1969-1",1969,1969,1,49,,1,5,10,20,28,20,10,5,1,0,0,0,0,0,0,"NominalGNP",0.75
"1969-50-1969-1",1969,1969,1,50,,5,5,5,20,30,20,5,5,3,2,0,0,0,0,0,"NominalGNP",0.75
"1969-51-1969-1",1969,1969,1,51,,0,0,3,80,12,5,0,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-52-1969-1",1969,1969,1,52,,0,10,20,25,30,10,5,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-53-1969-1",1969,1969,1,53,,,,,,,,,,,,,,,,,"NominalGNP",0.75
"1969-54-1969-1",1969,1969,1,54,,0,2,30,50,12,5,1,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-57-1969-1",1969,1969,1,57,,0,5,10,30,30,20,5,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-58-1969-1",1969,1969,1,58,,0,0,5,15,60,15,5,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-59-1969-1",1969,1969,1,59,,2,3,11,35,25,12,6,3,1,1,1,0,0,0,0,"NominalGNP",0.75
"1969-60-1969-1",1969,1969,1,60,,0,0,10,30,40,10,10,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-61-1969-1",1969,1969,1,61,,0,0,10,60,25,5,0,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-62-1969-1",1969,1969,1,62,,,,,,,,,,,,,,,,,"NominalGNP",0.75
"1969-64-1969-1",1969,1969,1,64,,0,5,10,25,40,15,5,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-65-1969-1",1969,1969,1,65,,0,0,10,25,55,10,0,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-66-1969-1",1969,1969,1,66,,0,0,3,95,2,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-67-1969-1",1969,1969,1,67,,2,5,7,13,15,12,10,8,7,6,5,4,3,2,1,"NominalGNP",0.75
"1969-69-1969-1",1969,1969,1,69,,0,0,0,0,0,5,20,25,25,20,5,0,0,0,0,"NominalGNP",0.75
"1969-70-1969-1",1969,1969,1,70,,0,0,0,30,60,10,0,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-72-1969-1",1969,1969,1,72,,0,0,5,50,40,5,0,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-73-1969-1",1969,1969,1,73,,0,0,5,10,30,30,20,5,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-74-1969-1",1969,1969,1,74,,0,5,10,20,60,5,0,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-77-1969-1",1969,1969,1,77,,8,4,8,15,20,18,12,8,2,2,1,1,0,1,0,"NominalGNP",0.75
"1969-78-1969-1",1969,1969,1,78,,0,0,0,25,45,30,0,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-79-1969-1",1969,1969,1,79,,0,0,0,0,0,30,40,20,10,0,0,0,0,0,0,"NominalGNP",0.75
"1969-81-1969-1",1969,1969,1,81,,0,10,20,35,25,10,0,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-84-1969-1",1969,1969,1,84,,0,0,15,30,40,15,0,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-85-1969-1",1969,1969,1,85,,0,0,0,10,80,10,0,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-89-1969-1",1969,1969,1,89,,0,0,8,30,45,15,2,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-90-1969-1",1969,1969,1,90,,0,0,0,30,40,20,10,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-91-1969-1",1969,1969,1,91,,0,0,5,25,50,15,5,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-92-1969-1",1969,1969,1,92,,0,5,5,10,25,15,10,10,5,5,2,2,2,2,2,"NominalGNP",0.75
"1969-93-1969-1",1969,1969,1,93,,0,0,0,10,70,10,10,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-94-1969-1",1969,1969,1,94,,0,0,10,60,30,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-95-1969-1",1969,1969,1,95,,0,0,10,25,35,20,10,0,0,0,0,0,0,0,0,"NominalGNP",0.75
"1969-96-1969-1",1969,1969,1,96,,,,,,,,,,,,,,,,,"NominalGNP",0.75
"1969-1-1969-2",1969,1969,2,1,,0,0,0,0,50,30,20,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-3-1969-2",1969,1969,2,3,,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-4-1969-2",1969,1969,2,4,,0,0,10,40,30,15,5,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-6-1969-2",1969,1969,2,6,,0,10,30,30,20,10,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-8-1969-2",1969,1969,2,8,,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-9-1969-2",1969,1969,2,9,,1,4,6,15,25,20,15,10,4,0,0,0,0,0,0,"NominalGNP",0.5
"1969-10-1969-2",1969,1969,2,10,,0,0,15,45,20,10,5,3,2,0,0,0,0,0,0,"NominalGNP",0.5
"1969-13-1969-2",1969,1969,2,13,,0,0,5,20,40,20,10,5,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-15-1969-2",1969,1969,2,15,,0,0,10,40,40,10,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-16-1969-2",1969,1969,2,16,,0,0,0,0,0,40,20,30,10,0,0,0,0,0,0,"NominalGNP",0.5
"1969-18-1969-2",1969,1969,2,18,,0,0,0,0,0,20,50,25,5,0,0,0,0,0,0,"NominalGNP",0.5
"1969-21-1969-2",1969,1969,2,21,,0,0,20,65,15,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-23-1969-2",1969,1969,2,23,,0,0,60,30,10,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-26-1969-2",1969,1969,2,26,,3,5,25,50,15,2,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-27-1969-2",1969,1969,2,27,,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-28-1969-2",1969,1969,2,28,,3,5,10,13,16,20,12,10,6,2,1,1,1,0,0,"NominalGNP",0.5
"1969-30-1969-2",1969,1969,2,30,,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-31-1969-2",1969,1969,2,31,,0,10,20,45,15,10,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-32-1969-2",1969,1969,2,32,,0,5,25,50,20,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-33-1969-2",1969,1969,2,33,,3,5,6,10,13,20,13,10,6,5,3,2,2,1,1,"NominalGNP",0.5
"1969-35-1969-2",1969,1969,2,35,,0,10,20,50,20,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-38-1969-2",1969,1969,2,38,,0,0,20,60,10,10,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-40-1969-2",1969,1969,2,40,,5,8,30,30,15,8,4,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-41-1969-2",1969,1969,2,41,,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-42-1969-2",1969,1969,2,42,,0,0,30,50,20,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-43-1969-2",1969,1969,2,43,,0,0,5,80,15,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-45-1969-2",1969,1969,2,45,,0,0,20,50,12,5,4,3,3,3,0,0,0,0,0,"NominalGNP",0.5
"1969-46-1969-2",1969,1969,2,46,,0,0,10,50,35,5,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-47-1969-2",1969,1969,2,47,,0,5,25,50,15,5,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-48-1969-2",1969,1969,2,48,,0,2,10,30,40,15,3,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-49-1969-2",1969,1969,2,49,,1,5,15,40,30,8,1,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-50-1969-2",1969,1969,2,50,,1,2,15,20,25,15,10,4,2,1,1,1,1,1,1,"NominalGNP",0.5
"1969-51-1969-2",1969,1969,2,51,,0,0,10,80,10,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-52-1969-2",1969,1969,2,52,,0,5,25,35,25,10,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-53-1969-2",1969,1969,2,53,,5,10,20,40,15,10,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-55-1969-2",1969,1969,2,55,,0,0,30,60,10,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-56-1969-2",1969,1969,2,56,,0,0,10,80,10,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-58-1969-2",1969,1969,2,58,,0,0,10,40,40,10,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-61-1969-2",1969,1969,2,61,,0,0,30,60,10,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-62-1969-2",1969,1969,2,62,,0,0,0,0,20,50,20,10,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-64-1969-2",1969,1969,2,64,,0,10,16,29,30,13,2,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-66-1969-2",1969,1969,2,66,,0,0,3,95,2,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-67-1969-2",1969,1969,2,67,,0,0,10,40,40,10,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-69-1969-2",1969,1969,2,69,,0,0,0,5,20,25,25,20,5,0,0,0,0,0,0,"NominalGNP",0.5
"1969-70-1969-2",1969,1969,2,70,,0,0,20,75,5,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-72-1969-2",1969,1969,2,72,,0,0,10,80,10,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-73-1969-2",1969,1969,2,73,,0,0,20,40,30,10,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-74-1969-2",1969,1969,2,74,,0,0,10,70,20,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-75-1969-2",1969,1969,2,75,,5,10,15,20,15,10,8,7,2,2,2,1,1,1,1,"NominalGNP",0.5
"1969-79-1969-2",1969,1969,2,79,,0,0,0,10,30,30,20,10,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-81-1969-2",1969,1969,2,81,,0,5,20,40,25,10,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-82-1969-2",1969,1969,2,82,,0,0,10,70,20,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-83-1969-2",1969,1969,2,83,,0,0,0,10,90,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-85-1969-2",1969,1969,2,85,,0,0,10,80,10,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-86-1969-2",1969,1969,2,86,,0,0,20,70,10,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-88-1969-2",1969,1969,2,88,,0,0,10,60,20,10,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-89-1969-2",1969,1969,2,89,,5,10,20,30,20,10,5,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-90-1969-2",1969,1969,2,90,,0,15,30,40,15,0,0,0,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-92-1969-2",1969,1969,2,92,,1,10,20,30,20,10,8,1,0,0,0,0,0,0,0,"NominalGNP",0.5
"1969-1-1969-3",1969,1969,3,1,,0,0,0,0,40,30,30,0,0,0,0,0,0,0,0,"NominalGNP",0.25
"1969-3-1969-3",1969,1969,3,3,,0,0,0,0,0,70,20,10,0,0,0,0,0,0,0,"NominalGNP",0.25
"1969-6-1969-3",1969,1969,3,6,,0,0,0,0,0,5,10,20,50,10,5,0,0,0,0,"NominalGNP",0.25
"1969-10-1969-3",1969,1969,3,10,,0,0,5,20,35,25,10,5,0,0,0,0,0,0,0,"NominalGNP",0.25
"1969-13-1969-3",1969,1969,3,13,,0,2,3,5,35,45,5,5,0,0,0,0,0,0,0,"NominalGNP",0.25
"1969-14-1969-3",1969,1969,3,14,,,,,,,,,,,,,,,,,"NominalGNP",0.25
"1969-15-1969-3",1969,1969,3,15,,0,0,0,10,40,40,5,5,0,0,0,0,0,0,0,"NominalGNP",0.25
