YEAR FORECAST MADE,YEAR BEING FORECAST,INDICATOR,actual,MAX,pred_average,pred_var,banana,beef,bread,chicken,eggs,electricity,flour,iceCream,unleadedGasoline
2008,2009,RealGDP,-2.59989,0.8,1.7,0.16,0.63,2.3016666666666667,1.372,1.1836666666666666,1.973,0.122,0.527,4.116,3.7566666666666655
2008,2009,RealGDP,-2.59989,0.36,1.55,1.7875,0.5526666666666666,2.334,1.3173333333333332,1.163333333333333,2.182,0.116,0.455,4.092,3.112666666666667
2016,2016,Core PCE,1.82189194515254,0.35,2.3,0.2725,0.571,3.752333333333333,1.3736666666666666,1.4643333333333337,1.656,0.135,0.525,4.808666666666667,2.2536666666666663
2006,2006,RealGDP,2.78281,0.8,3.4,0.19,0.502,2.2386666666666666,1.038333333333333,1.0513333333333332,1.3596666666666668,0.1083333333333333,0.3266666666666666,3.750333333333333,2.342
2012,2014,Unemployment,6.15833333333333,0.25,7.915,0.712775,0.6046666666666666,2.989333333333333,1.42,1.354,1.837,0.1276666666666666,0.525,5.136666666666667,3.613
1994,1995,RealGDP,2.68421,0.4,2.05,1.2475,0.4846666666666666,1.564,0.7596666666666666,0.8926666666666666,0.9153333333333332,0.0896666666666666,0.2296666666666666,2.542666666666667,1.0463333333333331
2009,2012,Unemployment,8.075,0.35,9.7875,0.35796875,0.6106666666666666,2.1396666666666664,1.3686666666666667,1.2686666666666666,1.5846666666666664,0.1303333333333333,0.5153333333333333,4.238666666666666,2.5813333333333333
2012,2013,Unemployment,7.35833333333333,0.35,8.0075,0.38306875,0.5986666666666666,3.0333333333333337,1.4116666666666668,1.4473333333333336,1.807,0.133,0.525,4.889333333333333,3.671333333333333
1992,1993,RealGDP,2.75179,0.4,2.9,1.04,0.4793333333333334,1.5776666666666666,0.7343333333333333,0.862,0.888,0.085,0.2413333333333333,2.605,1.0616666666666663
2018,2020,Unemployment,8.10833333333333,0.55,4.31,1.2139,0.576,3.7146666666666666,1.284333333333333,1.516,1.8986666666666665,0.1363333333333333,0.47,4.651,2.8526666666666665
2017,2017,RealGDP,2.25568,0.84,2.565,0.260775,0.5523333333333335,3.678,1.313,1.4683333333333335,1.6203333333333336,0.1363333333333333,0.477,4.669333333333333,2.497
2013,2014,Core PCE,1.45028728412906,0.5,1.8,0.1225,0.6096666666666667,3.372666666666666,1.415,1.4746666666666668,1.941,0.1286666666666666,0.5156666666666667,5.1786666666666665,3.593
2011,2011,Core CPI,2.17432412557292,0.6,1.75,0.1,0.6173333333333333,2.7300000000000004,1.4606666666666666,1.2893333333333332,1.7006666666666668,0.13,0.5163333333333333,4.781666666666666,3.817
2015,2016,Unemployment,4.875,0.4,4.825,0.375625,0.5803333333333334,4.161666666666666,1.4329999999999998,1.4433333333333334,2.826333333333333,0.1416666666666666,0.5186666666666667,4.618,2.635
1993,1994,RealGDP,4.02879,0.48,3.13,1.0131,0.4216666666666667,1.567,0.7516666666666666,0.8943333333333333,0.9063333333333334,0.0963333333333333,0.2356666666666666,2.4923333333333333,1.097
2019,2020,RealGDP,-3.40459,0.75,2.32,0.3076,0.573,3.838333333333333,1.3496666666666666,1.4726666666666668,1.4073333333333335,0.134,0.426,4.871666666666667,2.626666666666667
2020,2020,Unemployment,8.10833333333333,0.4,7.7275,0.61511875,0.586,4.416666666666667,1.4306666666666663,1.659,1.7376666666666667,0.1346666666666666,0.4645,4.987666666666667,1.9436666666666664
2016,2017,RealGDP,2.25568,0.31,2.4,1.69,0.58,3.965666666666667,1.4159999999999997,1.4566666666666668,2.2253333333333334,0.134,0.5186666666666667,4.871333333333333,1.897333333333333
2002,2003,RealGDP,2.79621,0.4,3.0,0.65,0.5103333333333334,1.7466666666666668,1.0093333333333332,1.09,1.0063333333333333,0.0906666666666666,0.3183333333333333,3.758333333333333,1.4106666666666667
2013,2013,RealGDP,1.84187,0.37,1.6,1.17,0.5883333333333334,3.442,1.375,1.527,1.9586666666666663,0.131,0.5153333333333333,4.935,3.301
2005,2006,RealGDP,2.78281,0.5,3.5,0.8,0.4976666666666666,2.336666666666667,1.0599999999999998,1.0656666666666668,1.1626666666666667,0.0986666666666666,0.3293333333333333,3.779666666666667,2.225
2013,2015,Unemployment,5.275,0.28,7.2856,0.86098264,0.6096666666666667,3.372666666666666,1.415,1.4746666666666668,1.941,0.1286666666666666,0.5156666666666667,5.1786666666666665,3.593
2018,2019,Core CPI,2.29057263673473,0.5,2.75,0.2,0.576,3.7146666666666666,1.284333333333333,1.516,1.8986666666666665,0.1363333333333333,0.47,4.651,2.8526666666666665
2011,2011,Core PCE,1.92555704965729,0.5,1.615,0.179275,0.608,2.8350000000000004,1.4880000000000002,1.2986666666666669,1.768333333333333,0.135,0.54,4.8196666666666665,3.632
2010,2010,RealGDP,2.70886,0.4,2.5,1.6,0.576,2.357666666666667,1.3683333333333334,1.2426666666666666,1.5986666666666665,0.1283333333333333,0.4806666666666666,4.512,2.821
2007,2007,RealGDP,2.01051,0.4,2.85,0.6275,0.5073333333333333,2.260333333333333,1.1606666666666663,1.0453333333333334,1.643,0.113,0.353,4.006666666666667,2.3836666666666666
2008,2009,Core PCE,1.52903905586508,0.4,1.7,0.2225,0.624,2.3883333333333336,1.3950000000000002,1.2713333333333334,1.8433333333333333,0.1243333333333333,0.5063333333333334,4.359666666666667,2.337666666666667
1993,1994,RealGDP,4.02879,0.5,2.45,0.6475,0.4586666666666666,1.563,0.747,0.875,0.9066666666666668,0.088,0.2406666666666666,2.560333333333334,1.1076666666666668
2017,2019,Unemployment,3.68333333333333,0.55,4.595,0.354725,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2013,2014,Core CPI,1.7271000610448,0.45,2.2,0.2475,0.6096666666666667,3.372666666666666,1.415,1.4746666666666668,1.941,0.1286666666666666,0.5156666666666667,5.1786666666666665,3.593
2018,2019,Core PCE,1.64766365267226,0.5,2.025,0.111875,0.5746666666666665,3.6466666666666665,1.285,1.4963333333333333,1.785,0.135,0.4696666666666667,4.760333333333333,2.5620000000000003
2008,2009,RealGDP,-2.59989,0.5,2.49,0.8499,0.63,2.3016666666666667,1.372,1.1836666666666666,1.973,0.122,0.527,4.116,3.7566666666666655
2008,2008,Core CPI,1.99951403422141,0.8,2.2,0.0475,0.6306666666666667,2.349333333333333,1.3813333333333333,1.2093333333333334,1.9476666666666669,0.131,0.5383333333333334,4.278666666666666,3.858
1995,1996,RealGDP,3.77257,0.45,1.79,1.2059,0.5023333333333334,1.3996666666666666,0.7696666666666667,0.9023333333333332,0.8733333333333334,0.091,0.2406666666666666,2.6316666666666664,1.1213333333333333
1997,1997,RealGDP,4.44717,0.45,2.4,0.69,0.5156666666666667,1.3876666666666668,0.8583333333333334,1.011,1.112,0.0923333333333333,0.3073333333333333,2.931666666666666,1.2503333333333335
2016,2016,RealGDP,1.66747,0.75,1.35,0.2275,0.573,3.611666666666667,1.3556666666666668,1.481,1.3646666666666665,0.1326666666666666,0.511,4.669666666666667,2.22
2012,2013,Core PCE,1.57823742497407,0.48,1.96,0.1209,0.6026666666666666,3.1275,1.4253333333333331,1.508,1.9766666666666663,0.1273333333333333,0.502,5.088666666666667,3.535
2015,2017,Unemployment,4.35,0.6,4.8,0.135,0.589,4.224333333333334,1.4513333333333334,1.547,2.111333333333333,0.1373333333333333,0.5293333333333333,4.977666666666667,2.280666666666667
2018,2018,RealGDP,2.91886,0.5,2.45,0.8075,0.5746666666666665,3.6466666666666665,1.285,1.4963333333333333,1.785,0.135,0.4696666666666667,4.760333333333333,2.5620000000000003
2019,2020,Core CPI,1.63358053721623,0.5,1.75,0.125,0.573,3.838333333333333,1.3496666666666666,1.4726666666666668,1.4073333333333335,0.134,0.426,4.871666666666667,2.626666666666667
2013,2013,Unemployment,7.35833333333333,0.8,7.65,0.04,0.5883333333333334,3.442,1.375,1.527,1.9586666666666663,0.131,0.5153333333333333,4.935,3.301
2007,2007,RealGDP,2.01051,0.55,1.95,0.2475,0.5066666666666667,2.377666666666667,1.2103333333333337,1.139,1.6536666666666668,0.1213333333333333,0.356,3.8723333333333336,2.844
2013,2014,RealGDP,2.28778,0.55,2.55,0.7475,0.5883333333333334,3.442,1.375,1.527,1.9586666666666663,0.131,0.5153333333333333,4.935,3.301
2014,2017,RealGDP,2.25568,0.23,2.52,2.4596,0.6066666666666666,3.997666666666667,1.4046666666666667,1.5366666666666668,1.9663333333333333,0.1423333333333333,0.5236666666666667,4.819,3.5056666666666665
2018,2019,RealGDP,2.28887,0.65,2.61,0.3379,0.5746666666666665,3.6466666666666665,1.285,1.4963333333333333,1.785,0.135,0.4696666666666667,4.760333333333333,2.5620000000000003
2002,2003,RealGDP,2.79621,0.6,2.3,0.36,0.5043333333333333,1.711666666666667,1.0316666666666665,1.0396666666666663,1.0983333333333334,0.0896666666666666,0.2906666666666666,3.636333333333333,1.4303333333333337
2009,2010,Core CPI,0.645572526463334,0.9,2.75,0.025,0.5766666666666667,2.1416666666666666,1.3849999999999998,1.2556666666666667,1.6906666666666668,0.1246666666666666,0.474,4.429333333333333,2.6140000000000003
2014,2015,Unemployment,5.275,0.5,5.5375,0.23296875,0.5863333333333333,4.170333333333333,1.4333333333333331,1.5409999999999997,2.0643333333333334,0.135,0.509,4.929333333333333,2.876333333333333
1992,1993,RealGDP,2.75179,0.3,2.5,2.1,0.464,1.5476666666666663,0.7516666666666666,0.8586666666666666,0.8220000000000001,0.0883333333333333,0.2423333333333333,2.6013333333333333,1.1313333333333333
2018,2019,Core CPI,2.29057263673473,0.4,2.525,0.186875,0.576,3.7146666666666666,1.284333333333333,1.516,1.8986666666666665,0.1363333333333333,0.47,4.651,2.8526666666666665
2019,2019,Core CPI,2.29057263673473,0.5,2.3,0.1225,0.5733333333333333,3.803,1.2846666666666666,1.5106666666666666,1.342666666666667,0.1366666666666667,0.4453333333333333,4.768,2.829333333333333
1995,1995,RealGDP,2.68421,0.7,3.4,0.29,0.4623333333333333,1.3806666666666665,0.8223333333333332,0.939,1.0593333333333332,0.0923333333333333,0.2466666666666666,2.6733333333333333,1.1096666666666666
2019,2019,RealGDP,2.28887,0.7,2.24,0.2924,0.573,3.838333333333333,1.3496666666666666,1.4726666666666668,1.4073333333333335,0.134,0.426,4.871666666666667,2.626666666666667
2009,2009,RealGDP,-2.59989,0.85,-2.35,0.1275,0.6106666666666666,2.1396666666666664,1.3686666666666667,1.2686666666666666,1.5846666666666664,0.1303333333333333,0.5153333333333333,4.238666666666666,2.5813333333333333
2017,2018,Core CPI,2.19147648266054,0.43,2.845,0.168475,0.569,3.595,1.33,1.4800000000000002,1.385,0.138,0.5133333333333333,4.639666666666666,2.380333333333333
2011,2013,Unemployment,7.35833333333333,0.4,8.2,0.1725,0.6013333333333334,2.8986666666666667,1.4253333333333331,1.3186666666666669,1.8603333333333327,0.1283333333333333,0.523,5.226,3.389666666666667
2013,2014,Core PCE,1.45028728412906,0.35,1.9,0.3525,0.5883333333333334,3.442,1.375,1.527,1.9586666666666663,0.131,0.5153333333333333,4.935,3.301
2011,2011,Core PCE,1.92555704965729,0.4,1.7,0.2225,0.608,2.8350000000000004,1.4880000000000002,1.2986666666666669,1.768333333333333,0.135,0.54,4.8196666666666665,3.632
2012,2013,Core CPI,1.72314678876611,0.3,2.04591836734694,0.601207830070804,0.6046666666666666,2.989333333333333,1.42,1.354,1.837,0.1276666666666666,0.525,5.136666666666667,3.613
2010,2012,RealGDP,2.28069,0.25,2.28,3.3716,0.5773333333333333,2.451,1.3726666666666667,1.2699999999999998,1.571,0.1326666666666666,0.4853333333333333,4.392666666666667,2.728333333333333
2009,2012,Unemployment,8.075,0.5,8.8275,0.28961875,0.6226666666666666,2.247333333333333,1.3976666666666666,1.294,1.6013333333333335,0.1276666666666666,0.5053333333333333,4.3,2.317333333333333
1992,1992,RealGDP,3.52244,0.6,1.8,1.01,0.4793333333333334,1.5776666666666666,0.7343333333333333,0.862,0.888,0.085,0.2413333333333333,2.605,1.0616666666666663
2013,2016,Unemployment,4.875,0.4,6.45,0.51625,0.5883333333333334,3.442,1.375,1.527,1.9586666666666663,0.131,0.5153333333333333,4.935,3.301
1996,1996,RealGDP,3.77257,0.95,2.45,0.0475,0.4743333333333333,1.3993333333333335,0.876,1.0086666666666666,1.192,0.093,0.2933333333333333,2.998333333333333,1.2456666666666667
2010,2011,Unemployment,8.93333333333333,0.25,8.975,0.530625,0.5826666666666667,2.389666666666667,1.3893333333333333,1.286333333333333,1.6413333333333335,0.1256666666666666,0.453,4.558666666666666,2.877333333333333
2008,2008,Core CPI,1.99951403422141,0.65,2.325,0.081875,0.6306666666666667,2.349333333333333,1.3813333333333333,1.2093333333333334,1.9476666666666669,0.131,0.5383333333333334,4.278666666666666,3.858
2016,2016,Unemployment,4.875,0.75,4.6875,0.10546875,0.571,3.752333333333333,1.3736666666666666,1.4643333333333337,1.656,0.135,0.525,4.808666666666667,2.2536666666666663
2008,2008,Core PCE,1.55932373235605,0.3,1.985,0.812275,0.5526666666666666,2.334,1.3173333333333332,1.163333333333333,2.182,0.116,0.455,4.092,3.112666666666667
2010,2011,RealGDP,1.5499,0.5,2.18,0.5976,0.5826666666666667,2.389666666666667,1.3893333333333333,1.286333333333333,1.6413333333333335,0.1256666666666666,0.453,4.558666666666666,2.877333333333333
2018,2019,Core PCE,1.64766365267226,0.4,2.375,0.171875,0.5723333333333332,3.76,1.2943333333333331,1.5056666666666665,1.666,0.1386666666666667,0.4663333333333333,4.722,2.869333333333333
2015,2015,Core PCE,1.1841665165822,0.9,0.75,0.025,0.589,4.224333333333334,1.4513333333333334,1.547,2.111333333333333,0.1373333333333333,0.5293333333333333,4.977666666666667,2.280666666666667
2009,2010,Core CPI,0.645572526463334,0.5,2.2,0.1225,0.6226666666666666,2.247333333333333,1.3976666666666666,1.294,1.6013333333333335,0.1276666666666666,0.5053333333333333,4.3,2.317333333333333
2010,2011,Core PCE,1.92555704965729,0.45,1.175,0.206875,0.5826666666666667,2.389666666666667,1.3893333333333333,1.286333333333333,1.6413333333333335,0.1256666666666666,0.453,4.558666666666666,2.877333333333333
2018,2018,RealGDP,2.91886,0.35,2.7,1.36,0.576,3.7146666666666666,1.284333333333333,1.516,1.8986666666666665,0.1363333333333333,0.47,4.651,2.8526666666666665
2014,2014,Core CPI,1.7271000610448,0.6,1.86,0.1029,0.5863333333333333,4.170333333333333,1.4333333333333331,1.5409999999999997,2.0643333333333334,0.135,0.509,4.929333333333333,2.876333333333333
2006,2007,RealGDP,2.01051,0.15,1.97,6.2091,0.493,2.187333333333333,1.0806666666666669,1.0503333333333331,1.237,0.118,0.3403333333333334,3.6486666666666663,2.857666666666667
2010,2010,Core PCE,0.923599155883825,0.35,0.575,0.281875,0.576,2.357666666666667,1.3683333333333334,1.2426666666666666,1.5986666666666665,0.1283333333333333,0.4806666666666666,4.512,2.821
1999,2000,RealGDP,4.07716,0.4,2.95,0.8475,0.4816666666666666,1.514,0.8956666666666667,1.062,0.9093333333333334,0.0856666666666666,0.2756666666666666,3.373333333333333,1.2786666666666668
2017,2018,RealGDP,2.91886,0.39,2.03,1.4691,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2016,2018,RealGDP,2.91886,0.4,1.6,0.89,0.568,3.670666666666667,1.3396666666666668,1.4526666666666668,1.4906666666666668,0.139,0.5453333333333333,4.698666666666667,2.196
2015,2015,RealGDP,2.70637,0.38,2.265,1.169775,0.5843333333333333,4.196000000000001,1.4613333333333334,1.5123333333333333,2.199,0.139,0.516,4.702333333333333,2.697333333333333
2007,2008,Core CPI,1.99951403422141,0.5,2.05,0.085,0.5106666666666667,2.298,1.1953333333333334,1.1223333333333334,1.4976666666666667,0.1166666666666666,0.3516666666666666,3.8496666666666655,3.014
2004,2004,RealGDP,3.85255,0.4,3.52,2.7796,0.5053333333333333,2.235333333333333,0.9453333333333332,1.074,1.5936666666666666,0.091,0.303,3.716,1.6766666666666667
2018,2018,Unemployment,3.89166666666667,0.9,3.6,0.09,0.5723333333333332,3.74,1.280333333333333,1.4703333333333333,1.617,0.135,0.441,4.820666666666667,2.6573333333333333
2011,2013,RealGDP,1.84187,0.6,1.9,0.24,0.608,2.8350000000000004,1.4880000000000002,1.2986666666666669,1.768333333333333,0.135,0.54,4.8196666666666665,3.632
2010,2013,RealGDP,1.84187,0.5,3.2,0.41,0.5826666666666667,2.2653333333333334,1.3630000000000002,1.2536666666666667,1.8276666666666668,0.124,0.4886666666666666,4.394666666666666,2.723333333333333
2020,2020,Core CPI,1.63358053721623,0.57,2.185,0.103275,0.5733333333333333,3.877333333333333,1.3666666666666665,1.3903333333333332,1.4783333333333335,0.134,0.4393333333333333,4.875333333333334,2.433
2018,2020,Unemployment,8.10833333333333,0.411,4.436,0.958779,0.5723333333333332,3.76,1.2943333333333331,1.5056666666666665,1.666,0.1386666666666667,0.4663333333333333,4.722,2.869333333333333
2020,2020,RealGDP,-3.40459,1.0,-1.5,0.0,0.5756666666666667,3.995333333333333,1.5186666666666666,1.6133333333333333,1.4463333333333332,0.1356666666666666,0.449,4.899333333333334,2.139
2000,2000,RealGDP,4.07716,0.27,3.37,3.1331,0.5116666666666667,1.5103333333333335,0.9183333333333332,1.0563333333333331,0.956,0.0846666666666666,0.2793333333333332,3.313,1.4036666666666668
2019,2019,Core PCE,1.64766365267226,0.3,1.8,0.3225,0.572,3.823333333333333,1.284,1.521,1.2816666666666667,0.1393333333333333,0.451,4.719333333333334,2.687
2014,2015,Unemployment,5.275,0.3,6.63,0.36435,0.6023333333333333,3.848,1.3963333333333334,1.5296666666666667,2.0210000000000004,0.1366666666666667,0.537,4.871,3.681666666666666
2016,2017,Core PCE,1.6647416887779,0.3,1.75,0.325,0.568,3.670666666666667,1.3396666666666668,1.4526666666666668,1.4906666666666668,0.139,0.5453333333333333,4.698666666666667,2.196
2008,2008,RealGDP,0.12219,0.5,-0.826653306613227,0.817145312669427,0.624,2.3883333333333336,1.3950000000000002,1.2713333333333334,1.8433333333333333,0.1243333333333333,0.5063333333333334,4.359666666666667,2.337666666666667
2009,2010,Core PCE,0.923599155883825,0.8,1.25,0.05,0.5766666666666667,2.1416666666666666,1.3849999999999998,1.2556666666666667,1.6906666666666668,0.1246666666666666,0.474,4.429333333333333,2.6140000000000003
2011,2012,RealGDP,2.28069,0.25,1.66,3.2544,0.608,2.8350000000000004,1.4880000000000002,1.2986666666666669,1.768333333333333,0.135,0.54,4.8196666666666665,3.632
2007,2008,RealGDP,0.12219,0.55,1.85,0.3275,0.516,2.261,1.263,1.154,1.9106666666666667,0.1156666666666666,0.3803333333333333,4.082666666666667,2.9606666666666666
2016,2017,Core CPI,1.74258526230291,0.4,2.025,0.311875,0.568,3.670666666666667,1.3396666666666668,1.4526666666666668,1.4906666666666668,0.139,0.5453333333333333,4.698666666666667,2.196
2015,2015,Core CPI,1.99419965387277,0.437,2.475,0.166375,0.5803333333333334,4.161666666666666,1.4329999999999998,1.4433333333333334,2.826333333333333,0.1416666666666666,0.5186666666666667,4.618,2.635
2012,2012,Core CPI,1.94900192417855,0.45,2.375,0.171875,0.6026666666666666,3.1275,1.4253333333333331,1.508,1.9766666666666663,0.1273333333333333,0.502,5.088666666666667,3.535
2010,2011,Core PCE,1.92555704965729,0.2,1.675,0.781875,0.5826666666666667,2.2653333333333334,1.3630000000000002,1.2536666666666667,1.8276666666666668,0.124,0.4886666666666666,4.394666666666666,2.723333333333333
2019,2019,Core PCE,1.64766365267226,0.6,1.95,0.06,0.572,3.823333333333333,1.284,1.521,1.2816666666666667,0.1393333333333333,0.451,4.719333333333334,2.687
2020,2021,RealGDP,0.0,0.45,3.91,1.0419,0.586,4.416666666666667,1.4306666666666663,1.659,1.7376666666666667,0.1346666666666666,0.4645,4.987666666666667,1.9436666666666664
2009,2009,Unemployment,9.28333333333333,0.7,9.15,0.065,0.6106666666666666,2.1396666666666664,1.3686666666666667,1.2686666666666666,1.5846666666666664,0.1303333333333333,0.5153333333333333,4.238666666666666,2.5813333333333333
2016,2017,Core CPI,1.74258526230291,0.7,2.15,0.14,0.571,3.752333333333333,1.3736666666666666,1.4643333333333337,1.656,0.135,0.525,4.808666666666667,2.2536666666666663
2014,2016,RealGDP,1.66747,0.35,2.25,1.6875,0.6023333333333333,3.848,1.3963333333333334,1.5296666666666667,2.0210000000000004,0.1366666666666667,0.537,4.871,3.681666666666666
2008,2009,Core CPI,1.75022285064397,0.4,2.75,0.15,0.63,2.3016666666666667,1.372,1.1836666666666666,1.973,0.122,0.527,4.116,3.7566666666666655
2015,2015,Unemployment,5.275,1.0,5.25,0.0,0.5843333333333333,4.196000000000001,1.4613333333333334,1.5123333333333333,2.199,0.139,0.516,4.702333333333333,2.697333333333333
2009,2009,Core CPI,1.75022285064397,0.4,0.75,0.225,0.6226666666666666,2.247333333333333,1.3976666666666666,1.294,1.6013333333333335,0.1276666666666666,0.5053333333333333,4.3,2.317333333333333
1995,1996,RealGDP,3.77257,0.5,2.4,0.49,0.508,1.3563333333333334,0.798,0.922,0.9396666666666668,0.0976666666666666,0.253,2.671666666666667,1.1689999999999998
2012,2014,Unemployment,6.15833333333333,0.159,7.90125,2.7258109375,0.6046666666666666,2.989333333333333,1.42,1.354,1.837,0.1276666666666666,0.525,5.136666666666667,3.613
2013,2015,RealGDP,2.70637,0.65,2.2,0.41,0.6096666666666667,3.372666666666666,1.415,1.4746666666666668,1.941,0.1286666666666666,0.5156666666666667,5.1786666666666665,3.593
