YEAR FORECAST MADE,YEAR BEING FORECAST,FORECASTER_CONF,INDICATOR,actual,pred_average,pred_var,banana,beef,bread,chicken,eggs,electricity,flour,iceCream,unleadedGasoline
2011,2011,0.3330114942528737,Core PCE,1.92555704965729,1.83,0.0636,0.6013333333333334,2.8986666666666667,1.4253333333333331,1.3186666666666669,1.8603333333333327,0.1283333333333333,0.523,5.226,3.389666666666667
2015,2015,0.2815784017278614,Core CPI,1.9942,1.5414,0.400986,0.5843333333333333,4.196000000000001,1.4613333333333334,1.5123333333333333,2.199,0.139,0.516,4.702333333333333,2.697333333333333
2014,2014,0.4373390557939912,Core PCE,1.450287,2.0,0.2875,0.597,3.5733333333333337,1.3706666666666667,1.5256666666666667,2.022333333333333,0.1343333333333333,0.5496666666666666,4.947666666666667,3.405333333333333
2018,2019,0.2943771289537712,RealGDP,2.28887,1.8505,1.93665,0.5723333333333332,3.76,1.2943333333333331,1.5056666666666665,1.666,0.1386666666666667,0.4663333333333333,4.722,2.869333333333333
2014,2017,0.3518173652694606,RealGDP,2.25568,2.85,0.5275,0.5863333333333333,4.170333333333333,1.4333333333333331,1.5409999999999997,2.0643333333333334,0.135,0.509,4.929333333333333,2.876333333333333
2012,2013,0.2569554924242421,Core PCE,1.57823742497407,2.075,0.361875,0.6023333333333333,3.0,1.4136666666666666,1.3793333333333333,1.7299999999999998,0.1303333333333333,0.5156666666666667,5.050000000000001,3.757
1996,1997,0.1694230769230769,RealGDP,4.44717,2.38,0.7856,0.501,1.376,0.8566666666666666,0.938,1.128,0.0913333333333333,0.266,2.6966666666666668,1.1383333333333334
1993,1994,0.2597923875432527,RealGDP,4.02879,2.63,1.3331,0.4216666666666667,1.567,0.7516666666666666,0.8943333333333333,0.9063333333333334,0.0963333333333333,0.2356666666666666,2.4923333333333333,1.097
1995,1996,0.2752137404580152,RealGDP,3.77257,1.85,3.0275,0.486,1.34,0.775,0.9033333333333332,0.8256666666666667,0.0933333333333333,0.2413333333333333,2.6373333333333333,1.1886666666666663
2016,2016,0.3351240458015263,RealGDP,1.66747,1.1,0.24,0.573,3.611666666666667,1.3556666666666668,1.481,1.3646666666666665,0.1326666666666666,0.511,4.669666666666667,2.22
2013,2014,0.3151249999999999,RealGDP,2.28778,2.03,1.2291,0.5993333333333334,3.4716666666666662,1.420333333333333,1.500333333333333,1.856,0.137,0.527,4.889666666666666,3.5946666666666665
2015,2015,0.3437873134328353,RealGDP,2.70637,2.4,0.09,0.5773333333333333,4.085333333333334,1.4183333333333332,1.4503333333333333,2.741,0.1343333333333333,0.5026666666666667,4.678333333333334,2.1780000000000004
2018,2018,0.3241727272727273,Unemployment,3.891667,3.98,0.2496,0.576,3.7146666666666666,1.284333333333333,1.516,1.8986666666666665,0.1363333333333333,0.47,4.651,2.8526666666666665
2015,2016,0.1737346853932584,Unemployment,4.875,5.299775,1.256716,0.5773333333333333,4.085333333333334,1.4183333333333332,1.4503333333333333,2.741,0.1343333333333333,0.5026666666666667,4.678333333333334,2.1780000000000004
1997,1998,0.1711864406779661,RealGDP,4.48139,1.7,1.56,0.5156666666666667,1.3876666666666668,0.8583333333333334,1.011,1.112,0.0923333333333333,0.3073333333333333,2.931666666666666,1.2503333333333335
2010,2011,0.2186046511627906,Core CPI,2.17432412557292,0.75,0.0,0.576,2.357666666666667,1.3683333333333334,1.2426666666666666,1.5986666666666665,0.1283333333333333,0.4806666666666666,4.512,2.821
2016,2016,0.3354056437389771,Unemployment,4.875,4.54,0.0634,0.571,3.752333333333333,1.3736666666666666,1.4643333333333337,1.656,0.135,0.525,4.808666666666667,2.2536666666666663
1996,1996,0.2396103896103897,RealGDP,3.77257,3.6,0.29,0.501,1.376,0.8566666666666666,0.938,1.128,0.0913333333333333,0.266,2.6966666666666668,1.1383333333333334
2017,2017,0.2882793296089385,RealGDP,2.25568,2.13,0.8931,0.5566666666666666,3.731,1.3413333333333333,1.4883333333333333,1.374,0.1423333333333333,0.5096666666666666,4.647333333333333,2.428333333333333
1999,1999,0.3061271676300577,RealGDP,4.7945,3.95,0.4475,0.4883333333333333,1.4536666666666669,0.8850000000000001,1.056,0.952,0.0896666666666666,0.3096666666666667,3.256,1.2413333333333334
2013,2016,0.3849514563106793,RealGDP,1.66747,2.0,1.05,0.6096666666666667,3.372666666666666,1.415,1.4746666666666668,1.941,0.1286666666666666,0.5156666666666667,5.1786666666666665,3.593
2012,2012,0.3330114942528737,RealGDP,2.28069,2.07,0.6651,0.5986666666666666,3.0333333333333337,1.4116666666666668,1.4473333333333336,1.807,0.133,0.525,4.889333333333333,3.671333333333333
2018,2019,0.2561120000000005,RealGDP,2.28887,3.2,1.69,0.5746666666666665,3.6466666666666665,1.285,1.4963333333333333,1.785,0.135,0.4696666666666667,4.760333333333333,2.5620000000000003
2012,2013,0.361911196911197,RealGDP,1.84187,2.5,0.3,0.5986666666666666,3.0333333333333337,1.4116666666666668,1.4473333333333336,1.807,0.133,0.525,4.889333333333333,3.671333333333333
1995,1996,0.345,RealGDP,3.77257,2.55,0.1475,0.508,1.3563333333333334,0.798,0.922,0.9396666666666668,0.0976666666666666,0.253,2.671666666666667,1.1689999999999998
2014,2016,0.2615845070422536,RealGDP,1.66747,2.85,1.2275,0.6066666666666666,3.997666666666667,1.4046666666666667,1.5366666666666668,1.9663333333333333,0.1423333333333333,0.5236666666666667,4.819,3.5056666666666665
2013,2014,0.3030285714285709,Core PCE,1.450287,2.525,0.211875,0.5883333333333334,3.442,1.375,1.527,1.9586666666666663,0.131,0.5153333333333333,4.935,3.301
2013,2014,0.2885822147651005,Core PCE,1.450287,2.125,0.296875,0.5993333333333334,3.4716666666666662,1.420333333333333,1.500333333333333,1.856,0.137,0.527,4.889666666666666,3.5946666666666665
2016,2017,0.2885822147651005,Core PCE,1.664742,2.125,0.371875,0.568,3.670666666666667,1.3396666666666668,1.4526666666666668,1.4906666666666668,0.139,0.5453333333333333,4.698666666666667,2.196
2004,2005,0.2862886597938144,RealGDP,3.48322,3.5,0.0,0.5016666666666666,2.115333333333333,0.9886666666666666,1.0823333333333334,1.225,0.0993333333333333,0.3183333333333333,4.015,1.909333333333333
2013,2013,0.3263561643835613,RealGDP,1.84187,1.6,0.39,0.6096666666666667,3.372666666666666,1.415,1.4746666666666668,1.941,0.1286666666666666,0.5156666666666667,5.1786666666666665,3.593
2016,2017,0.271192523364486,RealGDP,2.25568,1.764,2.154304,0.568,3.670666666666667,1.3396666666666668,1.4526666666666668,1.4906666666666668,0.139,0.5453333333333333,4.698666666666667,2.196
2013,2013,0.2745200369318181,Unemployment,7.358333,7.4875,0.1342187,0.5883333333333334,3.442,1.375,1.527,1.9586666666666663,0.131,0.5153333333333333,4.935,3.301
2017,2017,0.5684615384615386,Core CPI,1.742585,2.025,0.061875,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2014,2014,0.3182481751824816,Core PCE,1.450287,1.625,0.146875,0.6023333333333333,3.848,1.3963333333333334,1.5296666666666667,2.0210000000000004,0.1366666666666667,0.537,4.871,3.681666666666666
2017,2019,0.374479905437352,RealGDP,2.28887,2.3,0.16,0.5566666666666666,3.731,1.3413333333333333,1.4883333333333333,1.374,0.1423333333333333,0.5096666666666666,4.647333333333333,2.428333333333333
2010,2010,0.2797999999999997,Unemployment,9.60833333333333,9.55,0.20375,0.5826666666666667,2.389666666666667,1.3893333333333333,1.286333333333333,1.6413333333333335,0.1256666666666666,0.453,4.558666666666666,2.877333333333333
2010,2012,0.361911196911197,Unemployment,8.075,9.05,0.11,0.5773333333333333,2.451,1.3726666666666667,1.2699999999999998,1.571,0.1326666666666666,0.4853333333333333,4.392666666666667,2.728333333333333
2017,2017,0.2792508771929828,Core CPI,1.742585,1.873,0.095871,0.5523333333333335,3.678,1.313,1.4683333333333335,1.6203333333333336,0.1363333333333333,0.477,4.669333333333333,2.497
2012,2012,0.3188259668508286,Unemployment,8.075,8.0,0.1125,0.5986666666666666,3.0333333333333337,1.4116666666666668,1.4473333333333336,1.807,0.133,0.525,4.889333333333333,3.671333333333333
2017,2019,0.3437873134328353,Unemployment,3.683333,3.7875,0.2704688,0.5523333333333335,3.678,1.313,1.4683333333333335,1.6203333333333336,0.1363333333333333,0.477,4.669333333333333,2.497
2017,2019,0.2734027777777779,RealGDP,2.28887,2.0,2.49,0.5566666666666666,3.731,1.3413333333333333,1.4883333333333333,1.374,0.1423333333333333,0.5096666666666666,4.647333333333333,2.428333333333333
2014,2016,0.2561120000000005,RealGDP,1.66747,2.94,1.8864,0.597,3.5733333333333337,1.3706666666666667,1.5256666666666667,2.022333333333333,0.1343333333333333,0.5496666666666666,4.947666666666667,3.405333333333333
2012,2012,0.2784565916398713,Core PCE,1.80752567718949,2.3,0.1225,0.6046666666666666,2.989333333333333,1.42,1.354,1.837,0.1276666666666666,0.525,5.136666666666667,3.613
2019,2019,0.2734027777777779,Core CPI,2.290573,2.05,0.665,0.572,3.823333333333333,1.284,1.521,1.2816666666666667,0.1393333333333333,0.451,4.719333333333334,2.687
1999,2000,0.3007236842105265,RealGDP,4.07716,2.6,0.89,0.4883333333333333,1.4536666666666669,0.8850000000000001,1.056,0.952,0.0896666666666666,0.3096666666666667,3.256,1.2413333333333334
2017,2018,0.374479905437352,Core CPI,2.191476,2.25,0.05,0.5523333333333335,3.678,1.313,1.4683333333333335,1.6203333333333336,0.1363333333333333,0.477,4.669333333333333,2.497
2013,2015,0.374479905437352,Unemployment,5.275,6.1,0.24,0.601,3.3203333333333336,1.4163333333333334,1.4826666666666668,1.8823333333333332,0.132,0.5283333333333333,4.976333333333333,3.6153333333333335
2006,2007,0.2761052631578947,RealGDP,2.01051,2.9,0.84,0.502,2.2386666666666666,1.038333333333333,1.0513333333333332,1.3596666666666668,0.1083333333333333,0.3266666666666666,3.750333333333333,2.342
2007,2008,0.3082750582750584,RealGDP,0.12219,3.06,0.4664,0.5066666666666667,2.377666666666667,1.2103333333333337,1.139,1.6536666666666668,0.1213333333333333,0.356,3.8723333333333336,2.844
2013,2016,0.2885822147651005,Unemployment,4.875,6.025,0.380625,0.601,3.3203333333333336,1.4163333333333334,1.4826666666666668,1.8823333333333332,0.132,0.5283333333333333,4.976333333333333,3.6153333333333335
2019,2019,0.2815784017278614,Core PCE,1.647664,1.7568,0.00735376,0.573,3.838333333333333,1.3496666666666666,1.4726666666666668,1.4073333333333335,0.134,0.426,4.871666666666667,2.626666666666667
2000,2001,0.133125,RealGDP,0.95434,4.2,0.71,0.5083333333333334,1.57,0.919,1.0633333333333332,0.8763333333333333,0.0866666666666666,0.2966666666666666,3.410333333333333,1.5403333333333336
1993,1993,0.1729936857142857,RealGDP,2.75179,3.46,0.4584,0.467,1.57,0.7493333333333334,0.8843333333333333,0.9376666666666664,0.0906666666666666,0.2356666666666666,2.482666666666667,1.1236666666666666
2010,2012,0.374479905437352,Unemployment,8.075,8.95,0.11,0.5826666666666667,2.389666666666667,1.3893333333333333,1.286333333333333,1.6413333333333335,0.1256666666666666,0.453,4.558666666666666,2.877333333333333
2004,2005,0.2991891891891894,RealGDP,3.48322,3.5,1.2,0.5016666666666666,2.115333333333333,0.9886666666666666,1.0823333333333334,1.225,0.0993333333333333,0.3183333333333333,4.015,1.909333333333333
2011,2012,0.2597923875432527,RealGDP,2.28069,3.85,1.7275,0.614,2.635666666666667,1.4046666666666667,1.2586666666666666,1.7486666666666668,0.1256666666666666,0.493,4.884333333333333,3.268
2011,2014,0.2569554924242421,Unemployment,6.15833333333333,8.595,0.709725,0.608,2.8350000000000004,1.4880000000000002,1.2986666666666669,1.768333333333333,0.135,0.54,4.8196666666666665,3.632
2012,2013,0.2792508771929828,Core PCE,1.57823742497407,1.795,0.260475,0.5986666666666666,3.0333333333333337,1.4116666666666668,1.4473333333333336,1.807,0.133,0.525,4.889333333333333,3.671333333333333
2017,2018,0.3950450450450448,RealGDP,2.91886,1.6,2.09,0.5523333333333335,3.678,1.313,1.4683333333333335,1.6203333333333336,0.1363333333333333,0.477,4.669333333333333,2.497
2017,2018,0.3241727272727273,Core PCE,2.009623,1.945,0.259475,0.5523333333333335,3.678,1.313,1.4683333333333335,1.6203333333333336,0.1363333333333333,0.477,4.669333333333333,2.497
2008,2008,0.3263561643835613,Core CPI,1.99951403422141,2.575,0.081875,0.5526666666666666,2.334,1.3173333333333332,1.163333333333333,2.182,0.116,0.455,4.092,3.112666666666667
2016,2016,0.2572015915119365,RealGDP,1.66747,2.83,3.4611,0.573,3.611666666666667,1.3556666666666668,1.481,1.3646666666666665,0.1326666666666666,0.511,4.669666666666667,2.22
2019,2019,0.2929112903225806,RealGDP,2.28887,2.4295,1.24813,0.576,3.761333333333333,1.272333333333333,1.4756666666666665,1.5516666666666663,0.1353333333333333,0.4423333333333333,4.894666666666667,2.402
2010,2010,0.2572015915119365,Core PCE,0.923599155883825,2.0,0.6925,0.5826666666666667,2.2653333333333334,1.3630000000000002,1.2536666666666667,1.8276666666666668,0.124,0.4886666666666666,4.394666666666666,2.723333333333333
2012,2012,0.3082750582750584,Unemployment,8.075,7.8375,0.22046875,0.6046666666666666,2.989333333333333,1.42,1.354,1.837,0.1276666666666666,0.525,5.136666666666667,3.613
2015,2016,0.2769704433497535,Core CPI,2.182359,2.175,0.231875,0.589,4.224333333333334,1.4513333333333334,1.547,2.111333333333333,0.1373333333333333,0.5293333333333333,4.977666666666667,2.280666666666667
2009,2009,0.2561120000000005,Unemployment,9.28333333333333,9.275,0.011875,0.5766666666666667,2.1416666666666666,1.3849999999999998,1.2556666666666667,1.6906666666666668,0.1246666666666666,0.474,4.429333333333333,2.6140000000000003
2010,2011,0.3139473684210525,Core CPI,2.17432412557292,2.075,0.306875,0.576,2.357666666666667,1.3683333333333334,1.2426666666666666,1.5986666666666665,0.1283333333333333,0.4806666666666666,4.512,2.821
2010,2013,0.3061271676300577,Unemployment,7.35833333333333,7.33,1.1111,0.5826666666666667,2.2653333333333334,1.3630000000000002,1.2536666666666667,1.8276666666666668,0.124,0.4886666666666666,4.394666666666666,2.723333333333333
1997,1998,0.2266666666666666,RealGDP,4.48139,2.17,2.2611,0.4946666666666666,1.3903333333333332,0.8610000000000001,1.0006666666666666,1.0116666666666667,0.0946666666666666,0.308,2.885333333333333,1.2286666666666666
1995,1995,0.2991891891891894,RealGDP,2.68421,3.05,0.6475,0.5023333333333334,1.3996666666666666,0.7696666666666667,0.9023333333333332,0.8733333333333334,0.091,0.2406666666666666,2.6316666666666664,1.1213333333333333
2009,2009,0.3518173652694606,Core CPI,1.75022285064397,1.45,0.06,0.6226666666666666,2.247333333333333,1.3976666666666666,1.294,1.6013333333333335,0.1276666666666666,0.5053333333333333,4.3,2.317333333333333
2015,2015,0.3518173652694606,RealGDP,2.70637,2.35,0.3275,0.5803333333333334,4.161666666666666,1.4329999999999998,1.4433333333333334,2.826333333333333,0.1416666666666666,0.5186666666666667,4.618,2.635
2016,2019,0.2561120000000005,RealGDP,2.28887,1.94,1.7064,0.571,3.752333333333333,1.3736666666666666,1.4643333333333337,1.656,0.135,0.525,4.808666666666667,2.2536666666666663
2015,2016,0.3341147613636364,Core CPI,2.182359,1.99,0.1124,0.5773333333333333,4.085333333333334,1.4183333333333332,1.4503333333333333,2.741,0.1343333333333333,0.5026666666666667,4.678333333333334,2.1780000000000004
2010,2013,0.3518173652694606,Unemployment,7.35833333333333,7.5,0.35,0.576,2.357666666666667,1.3683333333333334,1.2426666666666666,1.5986666666666665,0.1283333333333333,0.4806666666666666,4.512,2.821
1993,1994,0.1768518518518518,RealGDP,4.02879,2.3,0.86,0.4586666666666666,1.563,0.747,0.875,0.9066666666666668,0.088,0.2406666666666666,2.560333333333334,1.1076666666666668
2013,2014,0.2734027777777779,RealGDP,2.28778,2.68,2.6276,0.5993333333333334,3.4716666666666662,1.420333333333333,1.500333333333333,1.856,0.137,0.527,4.889666666666666,3.5946666666666665
2006,2007,0.2991891891891894,RealGDP,2.01051,3.05,1.0475,0.502,2.2386666666666666,1.038333333333333,1.0513333333333332,1.3596666666666668,0.1083333333333333,0.3266666666666666,3.750333333333333,2.342
2010,2011,0.2792508771929828,Core CPI,2.17432412557292,1.15104166666667,0.221978081597222,0.5773333333333333,2.451,1.3726666666666667,1.2699999999999998,1.571,0.1326666666666666,0.4853333333333333,4.392666666666667,2.728333333333333
2007,2008,0.2245150501672242,Core PCE,1.55932373235605,1.86,0.8479,0.5073333333333333,2.260333333333333,1.1606666666666663,1.0453333333333334,1.643,0.113,0.353,4.006666666666667,2.3836666666666666
2017,2018,0.3518173652694606,Unemployment,3.891667,4.9675,0.9170687,0.5723333333333332,3.568,1.346,1.4509999999999998,1.489,0.1343333333333333,0.529,4.818333333333334,2.3243333333333336
2010,2011,0.3437873134328353,Unemployment,8.93333333333333,8.3,0.1475,0.576,2.357666666666667,1.3683333333333334,1.2426666666666666,1.5986666666666665,0.1283333333333333,0.4806666666666666,4.512,2.821
2011,2012,0.3756698564593302,Core PCE,1.80752567718949,1.35,0.09,0.6013333333333334,2.8986666666666667,1.4253333333333331,1.3186666666666669,1.8603333333333327,0.1283333333333333,0.523,5.226,3.389666666666667
2015,2016,0.3188259668508286,Core PCE,1.821892,2.3,0.3475,0.5843333333333333,4.196000000000001,1.4613333333333334,1.5123333333333333,2.199,0.139,0.516,4.702333333333333,2.697333333333333
2013,2013,0.2943771289537712,RealGDP,1.84187,1.9909,1.107717,0.601,3.3203333333333336,1.4163333333333334,1.4826666666666668,1.8823333333333332,0.132,0.5283333333333333,4.976333333333333,3.6153333333333335
2011,2012,0.3007236842105265,RealGDP,2.28069,1.07,2.8451,0.608,2.8350000000000004,1.4880000000000002,1.2986666666666669,1.768333333333333,0.135,0.54,4.8196666666666665,3.632
2002,2002,0.2752137404580152,RealGDP,1.69594,2.5,0.02,0.5046666666666667,1.668,1.0143333333333333,1.062,1.0326666666666666,0.095,0.3213333333333333,3.854000000000001,1.4189999999999998
2016,2016,0.436821345707657,Core PCE,1.821892,1.95,0.06,0.568,3.670666666666667,1.3396666666666668,1.4526666666666668,1.4906666666666668,0.139,0.5453333333333333,4.698666666666667,2.196
1997,1998,0.3263561643835613,RealGDP,4.48139,2.4,0.19,0.5156666666666667,1.3876666666666668,0.8583333333333334,1.011,1.112,0.0923333333333333,0.3073333333333333,2.931666666666666,1.2503333333333335
2018,2019,0.2882793296089385,Core PCE,1.647664,2.485,0.192275,0.5723333333333332,3.74,1.280333333333333,1.4703333333333333,1.617,0.135,0.441,4.820666666666667,2.6573333333333333
2012,2013,0.4100543478260871,Core CPI,1.72314678876611,2.025,0.061875,0.5986666666666666,3.0333333333333337,1.4116666666666668,1.4473333333333336,1.807,0.133,0.525,4.889333333333333,3.671333333333333
2017,2019,0.2885822147651005,Unemployment,3.683333,4.8125,0.4054687,0.5566666666666666,3.731,1.3413333333333333,1.4883333333333333,1.374,0.1423333333333333,0.5096666666666666,4.647333333333333,2.428333333333333
2016,2017,0.374479905437352,Unemployment,4.35,4.5,0.0,0.573,3.611666666666667,1.3556666666666668,1.481,1.3646666666666665,0.1326666666666666,0.511,4.669666666666667,2.22
2011,2011,0.3341147613636364,Unemployment,8.93333333333333,8.95,0.185,0.6013333333333334,2.8986666666666667,1.4253333333333331,1.3186666666666669,1.8603333333333327,0.1283333333333333,0.523,5.226,3.389666666666667
2013,2015,0.3061271676300577,RealGDP,2.70637,3.3,0.36,0.601,3.3203333333333336,1.4163333333333334,1.4826666666666668,1.8823333333333332,0.132,0.5283333333333333,4.976333333333333,3.6153333333333335
2012,2013,0.2597923875432527,RealGDP,1.84187,2.35,1.4275,0.5986666666666666,3.0333333333333337,1.4116666666666668,1.4473333333333336,1.807,0.133,0.525,4.889333333333333,3.671333333333333
1995,1996,0.1428571428571428,RealGDP,3.77257,2.34,4.2944,0.5023333333333334,1.3996666666666666,0.7696666666666667,0.9023333333333332,0.8733333333333334,0.091,0.2406666666666666,2.6316666666666664,1.1213333333333333
2019,2019,0.2784565916398713,Core PCE,1.647664,1.85,0.065,0.573,3.838333333333333,1.3496666666666666,1.4726666666666668,1.4073333333333335,0.134,0.426,4.871666666666667,2.626666666666667
2005,2005,0.2761052631578947,RealGDP,3.48322,3.05,0.7475,0.498,2.212666666666667,0.9936666666666666,1.0416666666666667,1.209,0.094,0.3256666666666667,3.7723333333333335,1.935333333333333
2014,2017,0.3849514563106793,RealGDP,2.25568,1.8,1.61,0.6023333333333333,3.848,1.3963333333333334,1.5296666666666667,2.0210000000000004,0.1366666666666667,0.537,4.871,3.681666666666666
2011,2011,0.3531986531986532,Core CPI,2.17432412557292,2.1,0.0775,0.6013333333333334,2.8986666666666667,1.4253333333333331,1.3186666666666669,1.8603333333333327,0.1283333333333333,0.523,5.226,3.389666666666667
2017,2018,0.3354056437389771,Unemployment,3.891667,4.575,0.050625,0.5566666666666666,3.731,1.3413333333333333,1.4883333333333333,1.374,0.1423333333333333,0.5096666666666666,4.647333333333333,2.428333333333333
2018,2018,0.2885822147651005,RealGDP,2.91886,2.1,1.14,0.576,3.7146666666666666,1.284333333333333,1.516,1.8986666666666665,0.1363333333333333,0.47,4.651,2.8526666666666665
2015,2016,0.2745200369318181,Core CPI,2.182359,1.88,0.9831,0.589,4.224333333333334,1.4513333333333334,1.547,2.111333333333333,0.1373333333333333,0.5293333333333333,4.977666666666667,2.280666666666667
2004,2004,0.3500000000000001,RealGDP,3.85255,4.6,0.29,0.498,2.0973333333333333,0.971,1.073,1.415,0.0943333333333333,0.2973333333333333,3.812,1.961
2001,2001,0.3344463087248323,RealGDP,0.95434,1.2,0.71,0.5166666666666667,1.6770000000000005,0.9913333333333334,1.1063333333333334,0.9023333333333332,0.098,0.3096666666666667,3.792,1.4799999999999998
1998,1998,0.2847115384615384,RealGDP,4.48139,3.05,0.5475,0.5093333333333333,1.406,0.8626666666666667,1.0256666666666667,0.9843333333333332,0.0873333333333333,0.3036666666666667,3.035333333333333,1.0793333333333337
2009,2010,0.3351240458015263,RealGDP,2.70886,1.6,0.49,0.6106666666666666,2.1396666666666664,1.3686666666666667,1.2686666666666666,1.5846666666666664,0.1303333333333333,0.5153333333333333,4.238666666666666,2.5813333333333333
2004,2005,0.3500000000000001,RealGDP,3.48322,3.95,0.5475,0.476,2.1886666666666668,0.9726666666666668,1.0490000000000002,1.1243333333333334,0.0926666666666666,0.2916666666666667,3.8053333333333335,1.9736666666666665
2011,2013,0.3437873134328353,Unemployment,7.35833333333333,6.6125,0.65921875,0.614,2.635666666666667,1.4046666666666667,1.2586666666666666,1.7486666666666668,0.1256666666666666,0.493,4.884333333333333,3.268
2008,2009,0.2943771289537712,Core PCE,1.52903905586508,2.25,0.2,0.5526666666666666,2.334,1.3173333333333332,1.163333333333333,2.182,0.116,0.455,4.092,3.112666666666667
2019,2019,0.2561120000000005,RealGDP,2.28887,3.2,1.69,0.576,3.761333333333333,1.272333333333333,1.4756666666666665,1.5516666666666663,0.1353333333333333,0.4423333333333333,4.894666666666667,2.402
2018,2018,0.3341147613636364,Core CPI,2.191476,2.025,0.136875,0.5746666666666665,3.6466666666666665,1.285,1.4963333333333333,1.785,0.135,0.4696666666666667,4.760333333333333,2.5620000000000003
2010,2011,0.3338399999999999,Core PCE,1.92555704965729,0.75,0.075,0.576,2.357666666666667,1.3683333333333334,1.2426666666666666,1.5986666666666665,0.1283333333333333,0.4806666666666666,4.512,2.821
2008,2009,0.3950450450450448,Core PCE,1.52903905586508,2.1,0.1025,0.5526666666666666,2.334,1.3173333333333332,1.163333333333333,2.182,0.116,0.455,4.092,3.112666666666667
1999,1999,0.2295569620253164,RealGDP,4.7945,4.0,0.35,0.4816666666666666,1.514,0.8956666666666667,1.062,0.9093333333333334,0.0856666666666666,0.2756666666666666,3.373333333333333,1.2786666666666668
