"YEAR FORECAST MADE","QUARTER","YEAR BEING FORECAST","INDICATOR","FORECASTER ID","INDUSTRY","Year.ID.ForecastYear.Quarter","Indicator.Year.ID.ForecastYear.Quarter","BIN 1","BIN 2","BIN 3","BIN 4","BIN 5","BIN 6","BIN 7","BIN 8","BIN 9","BIN 10","BIN 11","BIN 1 prob","BIN 2 prob","BIN 3 prob","BIN 4 prob","BIN 5 prob","BIN 6 prob","BIN 7 prob","BIN 8 prob","BIN 9 prob","BIN 10 prob","BIN 11 prob","BIN 1 midpoint","BIN 2 midpoint","BIN 3 midpoint","BIN 4 midpoint","BIN 5 midpoint","BIN 6 midpoint","BIN 7 midpoint","BIN 8 midpoint","BIN 9 midpoint","BIN 10 midpoint","BIN 11 midpoint","nbin","bin_value_sum","TDIST","actual","ACTUAL_BIN","MAX","NUM_OF_MAX","ACTUAL_CONF","HIT","pred_average","pred_var"
1992,1,1992,"RealGDP",62,2,"1992-62-1992-1","RealGDP-1992-62-1992-1",0,0,0,5,20,50,20,5,0,0,,0,0,0,0.05,0.2,0.5,0.2,0.05,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.75,3.52244,4,0.5,1,0.05,0,1.5,0.8
1992,1,1992,"RealGDP",409,1,"1992-409-1992-1","RealGDP-1992-409-1992-1",0,0,0,0,15,75,10,0,0,0,,0,0,0,0,0.15,0.75,0.1,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.75,3.52244,4,0.75,1,0,0,1.55,0.2475
1992,1,1992,"RealGDP",405,1,"1992-405-1992-1","RealGDP-1992-405-1992-1",0,0,0,5,30,40,20,5,0,0,,0,0,0,0.05,0.3,0.4,0.2,0.05,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.75,3.52244,4,0.4,1,0.05,0,1.6,0.89
1992,1,1992,"RealGDP",411,2,"1992-411-1992-1","RealGDP-1992-411-1992-1",0,1,2,3,20,50,20,3,1,0,,0,0.01,0.02,0.03,0.2,0.5,0.2,0.03,0.01,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.75,3.52244,4,0.5,1,0.03,0,1.57,1.0651
1992,1,1992,"RealGDP",428,2,"1992-428-1992-1","RealGDP-1992-428-1992-1",0,0,0,10,30,40,20,0,0,0,,0,0,0,0.1,0.3,0.4,0.2,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.75,3.52244,4,0.4,1,0.1,0,1.8,0.81
1992,1,1992,"RealGDP",35,2,"1992-35-1992-1","RealGDP-1992-35-1992-1",0,0,10,10,20,50,10,0,0,0,,0,0,0.1,0.1,0.2,0.5,0.1,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.75,3.52244,4,0.5,1,0.1,0,2.1,1.24
1992,1,1992,"RealGDP",408,1,"1992-408-1992-1","RealGDP-1992-408-1992-1",0,0,5,20,60,10,5,0,0,0,,0,0,0.05,0.2,0.6,0.1,0.05,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.75,3.52244,4,0.6,1,0.2,0,2.6,0.69
1992,1,1992,"RealGDP",435,2,"1992-435-1992-1","RealGDP-1992-435-1992-1",0,0,0,5,20,60,10,5,0,0,,0,0,0,0.05,0.2,0.6,0.1,0.05,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.75,3.52244,4,0.6,1,0.05,0,1.6,0.69
1992,1,1992,"RealGDP",421,1,"1992-421-1992-1","RealGDP-1992-421-1992-1",0,0,0,5,20,50,20,5,0,0,,0,0,0,0.05,0.2,0.5,0.2,0.05,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.75,3.52244,4,0.5,1,0.05,0,1.5,0.8
1992,1,1992,"RealGDP",40,2,"1992-40-1992-1","RealGDP-1992-40-1992-1",,,,,,,,,,,,,,,,,,,,,,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,,0.75,3.52244,4,,,,,,
1992,1,1993,"RealGDP",409,1,"1993-409-1992-1","RealGDP-1993-409-1992-1",0,0,5,25,60,10,0,0,0,0,,0,0,0.05,0.25,0.6,0.1,0,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.75,2.75285,5,0.6,1,0.6,1,2.75,0.4875
1992,1,1993,"RealGDP",427,1,"1993-427-1992-1","RealGDP-1993-427-1992-1",5,5,10,15,25,15,10,10,4,1,,0.05,0.05,0.1,0.15,0.25,0.15,0.1,0.1,0.04,0.01,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.75,2.75285,5,0.25,1,0.25,1,2.34,4.1144
1992,1,1993,"RealGDP",432,1,"1993-432-1992-1","RealGDP-1993-432-1992-1",0,0,0,0,10,60,30,0,0,0,,0,0,0,0,0.1,0.6,0.3,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.75,2.75285,5,0.6,1,0.1,0,1.3,0.36
1992,1,1993,"RealGDP",438,1,"1993-438-1992-1","RealGDP-1993-438-1992-1",0,0,10,20,50,10,10,0,0,0,,0,0,0.1,0.2,0.5,0.1,0.1,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.75,2.75285,5,0.5,1,0.5,1,2.6,1.09
1992,1,1993,"RealGDP",84,1,"1993-84-1992-1","RealGDP-1993-84-1992-1",0,0,0,5,20,40,15,10,5,5,,0,0,0,0.05,0.2,0.4,0.15,0.1,0.05,0.05,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.75,2.75285,5,0.4,1,0.2,0,1.1,2.04
1992,1,1993,"RealGDP",423,2,"1993-423-1992-1","RealGDP-1993-423-1992-1",,,,,,,,,,,,,,,,,,,,,,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,,1.75,2.75285,5,,,,,,
1992,1,1993,"RealGDP",20,2,"1993-20-1992-1","RealGDP-1993-20-1992-1",0,0,0,0,50,50,0,0,0,0,,0,0,0,0,0.5,0.5,0,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.75,2.75285,5,0.5,2,0.5,0.5,2,0.25
1992,1,1993,"RealGDP",411,2,"1993-411-1992-1","RealGDP-1993-411-1992-1",0,3,10,30,40,15,2,0,0,0,,0,0.03,0.1,0.3,0.4,0.15,0.02,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.75,2.75285,5,0.4,1,0.4,1,2.9,1.04
1992,1,1993,"RealGDP",428,2,"1993-428-1992-1","RealGDP-1993-428-1992-1",0,0,10,30,40,20,0,0,0,0,,0,0,0.1,0.3,0.4,0.2,0,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.75,2.75285,5,0.4,1,0.4,1,2.8,0.81
1992,1,1993,"RealGDP",435,2,"1993-435-1992-1","RealGDP-1993-435-1992-1",0,0,0,25,60,10,5,0,0,0,,0,0,0,0.25,0.6,0.1,0.05,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.75,2.75285,5,0.6,1,0.6,1,2.55,0.5475
1992,1,1993,"RealGDP",404,2,"1993-404-1992-1","RealGDP-1993-404-1992-1",0,0,10,50,30,10,0,0,0,0,,0,0,0.1,0.5,0.3,0.1,0,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.75,2.75285,5,0.5,1,0.3,0,3.1,0.64
1992,1,1993,"RealGDP",437,1,"1993-437-1992-1","RealGDP-1993-437-1992-1",0,5,5,25,35,20,10,0,0,0,,0,0.05,0.05,0.25,0.35,0.2,0.1,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.75,2.75285,5,0.35,1,0.35,1,2.6,1.49
1992,1,1993,"RealGDP",421,1,"1993-421-1992-1","RealGDP-1993-421-1992-1",0,0,20,50,25,5,0,0,0,0,,0,0,0.2,0.5,0.25,0.05,0,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.75,2.75285,5,0.5,1,0.25,0,3.35,0.6275
1992,1,1993,"RealGDP",407,1,"1993-407-1992-1","RealGDP-1993-407-1992-1",0,0,0,10,60,25,5,0,0,0,,0,0,0,0.1,0.6,0.25,0.05,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.75,2.75285,5,0.6,1,0.6,1,2.25,0.4875
1992,1,1993,"RealGDP",430,2,"1993-430-1992-1","RealGDP-1993-430-1992-1",5,5,15,25,27,10,5,4,3,1,,0.05,0.05,0.15,0.25,0.27,0.1,0.05,0.04,0.03,0.01,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.75,2.75285,5,0.27,1,0.27,1,2.91,3.3219
1992,1,1993,"RealGDP",94,1,"1993-94-1992-1","RealGDP-1993-94-1992-1",0,0,14,19,38,14,10,5,0,0,,0,0,0.14,0.19,0.38,0.14,0.1,0.05,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.75,2.75285,5,0.38,1,0.38,1,2.48,1.7396
1992,1,1993,"RealGDP",406,1,"1993-406-1992-1","RealGDP-1993-406-1992-1",0,0,0,65,30,5,0,0,0,0,,0,0,0,0.65,0.3,0.05,0,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.75,2.75285,5,0.65,1,0.3,0,3.1,0.34
1992,1,1993,"RealGDP",410,2,"1993-410-1992-1","RealGDP-1993-410-1992-1",5,10,20,50,15,0,0,0,0,0,,0.05,0.1,0.2,0.5,0.15,0,0,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.75,2.75285,5,0.5,1,0.15,0,3.9,1.04
1992,1,1993,"RealGDP",60,2,"1993-60-1992-1","RealGDP-1993-60-1992-1",0,0,0,20,55,20,5,0,0,0,,0,0,0,0.2,0.55,0.2,0.05,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.75,2.75285,5,0.55,1,0.55,1,2.4,0.59
1992,1,1993,"RealGDP",35,2,"1993-35-1992-1","RealGDP-1993-35-1992-1",0,10,20,20,40,10,0,0,0,0,,0,0.1,0.2,0.2,0.4,0.1,0,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.75,2.75285,5,0.4,1,0.4,1,3.3,1.36
1992,2,1992,"RealGDP",40,2,"1992-40-1992-2","RealGDP-1992-40-1992-2",0,0,0,0,35,35,30,0,0,0,,0,0,0,0,0.35,0.35,0.3,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.5,3.52244,4,0.35,2,0,0,1.55,0.6475
1992,2,1992,"RealGDP",410,2,"1992-410-1992-2","RealGDP-1992-410-1992-2",0,0,10,20,60,10,0,0,0,0,,0,0,0.1,0.2,0.6,0.1,0,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.5,3.52244,4,0.6,1,0.2,0,2.8,0.61
1992,2,1992,"RealGDP",437,1,"1992-437-1992-2","RealGDP-1992-437-1992-2",0,2,8,15,50,15,8,2,0,0,,0,0.02,0.08,0.15,0.5,0.15,0.08,0.02,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.5,3.52244,4,0.5,1,0.15,0,2.5,1.3
1992,2,1992,"RealGDP",62,2,"1992-62-1992-2","RealGDP-1992-62-1992-2",0,0,0,10,45,35,10,0,0,0,,0,0,0,0.1,0.45,0.35,0.1,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.5,3.52244,4,0.45,1,0.1,0,2.05,0.6475
1992,2,1992,"RealGDP",427,1,"1992-427-1992-2","RealGDP-1992-427-1992-2",1,4,5,15,30,20,15,5,4,1,,0.01,0.04,0.05,0.15,0.3,0.2,0.15,0.05,0.04,0.01,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.5,3.52244,4,0.3,1,0.15,0,2.05,2.8075
1992,2,1992,"RealGDP",435,2,"1992-435-1992-2","RealGDP-1992-435-1992-2",0,0,0,5,20,60,10,5,0,0,,0,0,0,0.05,0.2,0.6,0.1,0.05,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.5,3.52244,4,0.6,1,0.05,0,1.6,0.69
1992,2,1992,"RealGDP",430,2,"1992-430-1992-2","RealGDP-1992-430-1992-2",0,5,10,20,35,25,5,0,0,0,,0,0.05,0.1,0.2,0.35,0.25,0.05,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.5,3.52244,4,0.35,1,0.2,0,2.7,1.46
1992,2,1992,"RealGDP",407,1,"1992-407-1992-2","RealGDP-1992-407-1992-2",0,0,0,50,50,0,0,0,0,0,,0,0,0,0.5,0.5,0,0,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.5,3.52244,4,0.5,2,0.5,0.5,3,0.25
1992,2,1992,"RealGDP",30,3,"1992-30-1992-2","RealGDP-1992-30-1992-2",0,0,0,15,70,15,0,0,0,0,,0,0,0,0.15,0.7,0.15,0,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.5,3.52244,4,0.7,1,0.15,0,2.5,0.3
1992,2,1992,"RealGDP",94,1,"1992-94-1992-2","RealGDP-1992-94-1992-2",0,5,10,10,40,15,10,5,5,0,,0,0.05,0.1,0.1,0.4,0.15,0.1,0.05,0.05,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.5,3.52244,4,0.4,1,0.1,0,2.25,2.6875
1992,2,1992,"RealGDP",414,1,"1992-414-1992-2","RealGDP-1992-414-1992-2",0,0,0,5,50,40,5,0,0,0,,0,0,0,0.05,0.5,0.4,0.05,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.5,3.52244,4,0.5,1,0.05,0,2.05,0.4475
1992,2,1992,"RealGDP",411,2,"1992-411-1992-2","RealGDP-1992-411-1992-2",1,5,8,15,30,30,10,1,0,0,,0.01,0.05,0.08,0.15,0.3,0.3,0.1,0.01,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.5,3.52244,4,0.3,2,0.15,0,2.47,1.8691
1992,2,1992,"RealGDP",434,1,"1992-434-1992-2","RealGDP-1992-434-1992-2",0,0,5,15,50,20,10,0,0,0,,0,0,0.05,0.15,0.5,0.2,0.1,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.5,3.52244,4,0.5,1,0.15,0,2.35,0.9275
1992,2,1992,"RealGDP",421,1,"1992-421-1992-2","RealGDP-1992-421-1992-2",0,0,0,25,40,30,5,0,0,0,,0,0,0,0.25,0.4,0.3,0.05,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.5,3.52244,4,0.4,1,0.25,0,2.35,0.7275
1992,2,1992,"RealGDP",412,2,"1992-412-1992-2","RealGDP-1992-412-1992-2",0,0,0,10,70,15,5,0,0,0,,0,0,0,0.1,0.7,0.15,0.05,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.5,3.52244,4,0.7,1,0.1,0,2.35,0.4275
1992,2,1992,"RealGDP",65,1,"1992-65-1992-2","RealGDP-1992-65-1992-2",0,0,0,5,75,20,0,0,0,0,,0,0,0,0.05,0.75,0.2,0,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.5,3.52244,4,0.75,1,0.05,0,2.35,0.2275
1992,2,1992,"RealGDP",423,2,"1992-423-1992-2","RealGDP-1992-423-1992-2",1,1,2,10,30,30,20,6,0,0,,0.01,0.01,0.02,0.1,0.3,0.3,0.2,0.06,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.5,3.52244,4,0.3,2,0.1,0,1.83,1.6211
1992,2,1992,"RealGDP",424,1,"1992-424-1992-2","RealGDP-1992-424-1992-2",0,0,5,25,60,10,0,0,0,0,,0,0,0.05,0.25,0.6,0.1,0,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,0.5,3.52244,4,0.6,1,0.25,0,2.75,0.4875
1992,2,1993,"RealGDP",416,2,"1993-416-1992-2","RealGDP-1993-416-1992-2",0,0,15,55,25,5,0,0,0,0,,0,0,0.15,0.55,0.25,0.05,0,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.5,2.75285,5,0.55,1,0.25,0,3.3,0.56
1992,2,1993,"RealGDP",430,2,"1993-430-1992-2","RealGDP-1993-430-1992-2",5,10,20,30,20,10,5,0,0,0,,0.05,0.1,0.2,0.3,0.2,0.1,0.05,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.5,2.75285,5,0.3,1,0.2,0,3.5,2.1
1992,2,1993,"RealGDP",438,1,"1993-438-1992-2","RealGDP-1993-438-1992-2",0,0,10,20,50,10,10,0,0,0,,0,0,0.1,0.2,0.5,0.1,0.1,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.5,2.75285,5,0.5,1,0.5,1,2.6,1.09
1992,2,1993,"RealGDP",437,1,"1993-437-1992-2","RealGDP-1993-437-1992-2",0,5,10,20,30,20,10,5,0,0,,0,0.05,0.1,0.2,0.3,0.2,0.1,0.05,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.5,2.75285,5,0.3,1,0.3,1,2.5,2.1
1992,2,1993,"RealGDP",428,2,"1993-428-1992-2","RealGDP-1993-428-1992-2",0,0,0,30,50,10,10,0,0,0,,0,0,0,0.3,0.5,0.1,0.1,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.5,2.75285,5,0.5,1,0.5,1,2.5,0.8
1992,2,1993,"RealGDP",409,1,"1993-409-1992-2","RealGDP-1993-409-1992-2",1,3,20,50,20,4,2,0,0,0,,0.01,0.03,0.2,0.5,0.2,0.04,0.02,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.5,2.75285,5,0.5,1,0.2,0,3.45,0.9475
1992,2,1993,"RealGDP",99,1,"1993-99-1992-2","RealGDP-1993-99-1992-2",0,1,13,57,12,7,4,3,2,1,,0,0.01,0.13,0.57,0.12,0.07,0.04,0.03,0.02,0.01,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.5,2.75285,5,0.57,1,0.12,0,2.99,2.0099
1992,2,1993,"RealGDP",404,2,"1993-404-1992-2","RealGDP-1993-404-1992-2",0,0,10,50,30,10,0,0,0,0,,0,0,0.1,0.5,0.3,0.1,0,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.5,2.75285,5,0.5,1,0.3,0,3.1,0.64
1992,2,1993,"RealGDP",65,1,"1993-65-1992-2","RealGDP-1993-65-1992-2",0,0,0,15,60,25,0,0,0,0,,0,0,0,0.15,0.6,0.25,0,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.5,2.75285,5,0.6,1,0.6,1,2.4,0.39
1992,2,1993,"RealGDP",423,2,"1993-423-1992-2","RealGDP-1993-423-1992-2",9,10,12,12,12,12,11,8,6,8,,0.09,0.1,0.12,0.12,0.12,0.12,0.11,0.08,0.06,0.08,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.5,2.75285,5,0.12,4,0.12,0.25,2.3,7.14
1992,2,1993,"RealGDP",410,2,"1993-410-1992-2","RealGDP-1993-410-1992-2",2.5,5,10,70,5,2.5,2,1.5,1,0.5,,0.025,0.05,0.1,0.7,0.05,0.025,0.02,0.015,0.01,0.005,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.5,2.75285,5,0.7,1,0.05,0,3.475,1.524375
1992,2,1993,"RealGDP",412,2,"1993-412-1992-2","RealGDP-1993-412-1992-2",0,0,5,38,37,15,5,0,0,0,,0,0,0.05,0.38,0.37,0.15,0.05,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.5,2.75285,5,0.38,1,0.37,0,2.73,0.8771
1992,2,1993,"RealGDP",432,1,"1993-432-1992-2","RealGDP-1993-432-1992-2",0,0,30,50,20,0,0,0,0,0,,0,0,0.3,0.5,0.2,0,0,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.5,2.75285,5,0.5,1,0.2,0,3.6,0.49
1992,2,1993,"RealGDP",424,1,"1993-424-1992-2","RealGDP-1993-424-1992-2",0,0,5,30,55,10,0,0,0,0,,0,0,0.05,0.3,0.55,0.1,0,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.5,2.75285,5,0.55,1,0.55,1,2.8,0.51
1992,2,1993,"RealGDP",60,2,"1993-60-1992-2","RealGDP-1993-60-1992-2",0,0,5,30,50,12,3,0,0,0,,0,0,0.05,0.3,0.5,0.12,0.03,0,0,0,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.5,2.75285,5,0.5,1,0.5,1,2.72,0.6916
1992,2,1993,"RealGDP",427,1,"1993-427-1992-2","RealGDP-1993-427-1992-2",5,5,10,15,20,15,10,10,5,5,,0.05,0.05,0.1,0.15,0.2,0.15,0.1,0.1,0.05,0.05,,6.5,5.5,4.5,3.5,2.5,1.5,0.5,-0.5,-1.5,-2.5,,10,100,1.5,2.75285,5,0.2,1,0.2,1,2.1,5.14
