"Year.ID.ForecastYear.Quarter","YEAR FORECAST MADE","YEAR BEING FORECAST","QUARTER","FORECASTER ID","INDUSTRY","BIN 1","BIN 2","BIN 3","BIN 4","BIN 5","BIN 6","BIN 7","BIN 8","BIN 9","BIN 10","INDICATOR","TDIST"
"2007-521-2007-1",2007,2007,1,521,1,0,0,10,35,25,15,10,5,0,0,"Core CPI",0.75
"2007-524-2007-1",2007,2007,1,524,2,0,0,10,20,35,25,10,0,0,0,"Core CPI",0.75
"2007-526-2007-1",2007,2007,1,526,2,0,0,10,20,70,0,0,0,0,0,"Core CPI",0.75
"2007-527-2007-1",2007,2007,1,527,2,0,0,0,50,50,0,0,0,0,0,"Core CPI",0.75
"2007-528-2007-1",2007,2007,1,528,1,0,0,0,0,50,50,0,0,0,0,"Core CPI",0.75
"2007-532-2007-1",2007,2007,1,532,2,0,0,10,50,40,0,0,0,0,0,"Core CPI",0.75
"2007-533-2007-1",2007,2007,1,533,1,0,0,0,0,20,35,35,10,0,0,"Core CPI",0.75
"2007-535-2007-1",2007,2007,1,535,1,0,0,10,65,25,0,0,0,0,0,"Core CPI",0.75
"2007-536-2007-1",2007,2007,1,536,2,0,0,20,60,15,5,0,0,0,0,"Core CPI",0.75
"2007-539-2007-1",2007,2007,1,539,1,1,3,18,42,28,7,1,0,0,0,"Core CPI",0.75
"2007-540-2007-1",2007,2007,1,540,2,,,,,,,,,,,"Core CPI",0.75
"2007-541-2007-1",2007,2007,1,541,1,0,0,0,15,45,35,5,0,0,0,"Core CPI",0.75
"2007-542-2007-1",2007,2007,1,542,1,0,10,45,35,10,0,0,0,0,0,"Core CPI",0.75
"2007-543-2007-1",2007,2007,1,543,1,0,0,0,40,50,10,0,0,0,0,"Core CPI",0.75
"2007-544-2007-1",2007,2007,1,544,1,0,0,5,45,45,5,0,0,0,0,"Core CPI",0.75
"2007-546-2007-1",2007,2007,1,546,1,2,5,10,33,33,10,5,1,1,0,"Core CPI",0.75
"2007-548-2007-1",2007,2007,1,548,2,0,0,0,10,40,40,10,0,0,0,"Core CPI",0.75
"2007-549-2007-1",2007,2007,1,549,1,0,0,0,25,50,25,0,0,0,0,"Core CPI",0.75
"2007-551-2007-1",2007,2007,1,551,2,,,,,,,,,,,"Core CPI",0.75
"2007-552-2007-1",2007,2007,1,552,1,0,0,0,25,60,15,0,0,0,0,"Core CPI",0.75
"2007-20-2007-2",2007,2007,2,20,2,0,0,30,60,10,0,0,0,0,0,"Core CPI",0.5
"2007-65-2007-2",2007,2007,2,65,3,,,,,,,,,,,"Core CPI",0.5
"2007-84-2007-2",2007,2007,2,84,1,,,,,,,,,,,"Core CPI",0.5
"2007-99-2007-2",2007,2007,2,99,1,0,0,5,14,40,31,6,2,1,1,"Core CPI",0.5
"2007-405-2007-2",2007,2007,2,405,1,,,,,,,,,,,"Core CPI",0.5
"2007-407-2007-2",2007,2007,2,407,2,0,0,10,60,30,0,0,0,0,0,"Core CPI",0.5
"2007-411-2007-2",2007,2007,2,411,2,0,0,3,35,50,10,2,0,0,0,"Core CPI",0.5
"2007-420-2007-2",2007,2007,2,420,2,0,0,0,5,65,30,0,0,0,0,"Core CPI",0.5
"2007-421-2007-2",2007,2007,2,421,2,0,0,0,20,60,20,0,0,0,0,"Core CPI",0.5
"2007-422-2007-2",2007,2007,2,422,1,,,,,,,,,,,"Core CPI",0.5
"2007-423-2007-2",2007,2007,2,423,2,,,,,,,,,,,"Core CPI",0.5
"2007-424-2007-2",2007,2007,2,424,1,1,4,50,35,5,1,1,1,1,1,"Core CPI",0.5
"2007-426-2007-2",2007,2007,2,426,2,0,0,15,40,35,10,0,0,0,0,"Core CPI",0.5
"2007-429-2007-2",2007,2007,2,429,2,,,,,,,,,,,"Core CPI",0.5
"2007-431-2007-2",2007,2007,2,431,1,0,0,5,35,50,10,0,0,0,0,"Core CPI",0.5
"2007-439-2007-2",2007,2007,2,439,2,0,0,15,30,35,17.5,2.5,0,0,0,"Core CPI",0.5
"2007-446-2007-2",2007,2007,2,446,2,,,,,,,,,,,"Core CPI",0.5
"2007-456-2007-2",2007,2007,2,456,1,0,0,0,10,50,40,0,0,0,0,"Core CPI",0.5
"2007-463-2007-2",2007,2007,2,463,2,0,0,3,42,52,3,0,0,0,0,"Core CPI",0.5
"2007-472-2007-2",2007,2007,2,472,2,0,0,0,10,80,10,0,0,0,0,"Core CPI",0.5
"2007-483-2007-2",2007,2007,2,483,3,2,10,15,30,25,10,6,2,0,0,"Core CPI",0.5
"2007-484-2007-2",2007,2007,2,484,2,0,0,3,33,50,14,0,0,0,0,"Core CPI",0.5
"2007-497-2007-2",2007,2007,2,497,1,,,,,,,,,,,"Core CPI",0.5
"2007-498-2007-2",2007,2007,2,498,1,2,8,15,20,40,8,5,2,0,0,"Core CPI",0.5
"2007-506-2007-2",2007,2007,2,506,2,0,0,5,25,35,25,10,0,0,0,"Core CPI",0.5
"2007-507-2007-2",2007,2007,2,507,3,0,0,0,20,75,5,0,0,0,0,"Core CPI",0.5
"2007-508-2007-2",2007,2007,2,508,2,,,,,,,,,,,"Core CPI",0.5
"2007-510-2007-2",2007,2007,2,510,2,0,0,0,20,60,20,0,0,0,0,"Core CPI",0.5
"2007-512-2007-2",2007,2007,2,512,2,0,0,20,50,30,0,0,0,0,0,"Core CPI",0.5
"2007-516-2007-2",2007,2007,2,516,1,0,0,0,30,60,10,0,0,0,0,"Core CPI",0.5
"2007-518-2007-2",2007,2007,2,518,2,0,0,1,4,20,50,20,4,1,0,"Core CPI",0.5
"2007-519-2007-2",2007,2007,2,519,1,0,0,5,25,40,20,10,0,0,0,"Core CPI",0.5
"2007-520-2007-2",2007,2007,2,520,2,0,0,5,20,40,25,10,0,0,0,"Core CPI",0.5
"2007-521-2007-2",2007,2007,2,521,1,0,0,5,30,40,20,5,0,0,0,"Core CPI",0.5
"2007-524-2007-2",2007,2007,2,524,2,0,10,25,40,25,0,0,0,0,0,"Core CPI",0.5
"2007-526-2007-2",2007,2007,2,526,2,0,0,5,30,60,5,0,0,0,0,"Core CPI",0.5
"2007-527-2007-2",2007,2007,2,527,2,0,0,10,40,30,20,0,0,0,0,"Core CPI",0.5
"2007-528-2007-2",2007,2007,2,528,1,0,0,0,70,30,0,0,0,0,0,"Core CPI",0.5
"2007-531-2007-2",2007,2007,2,531,1,0,0,0,20,75,5,0,0,0,0,"Core CPI",0.5
"2007-532-2007-2",2007,2007,2,532,2,0,0,10,50,40,0,0,0,0,0,"Core CPI",0.5
"2007-535-2007-2",2007,2007,2,535,1,0,0,0,55,45,0,0,0,0,0,"Core CPI",0.5
"2007-539-2007-2",2007,2007,2,539,1,1,3,18,42,28,7,1,0,0,0,"Core CPI",0.5
"2007-540-2007-2",2007,2007,2,540,2,,,,,,,,,,,"Core CPI",0.5
"2007-541-2007-2",2007,2007,2,541,1,0,0,0,35,40,25,0,0,0,0,"Core CPI",0.5
"2007-542-2007-2",2007,2007,2,542,1,0,5,25,45,20,5,0,0,0,0,"Core CPI",0.5
"2007-543-2007-2",2007,2007,2,543,1,0,0,0,40,50,10,0,0,0,0,"Core CPI",0.5
"2007-544-2007-2",2007,2007,2,544,1,0,0,2,48,48,2,0,0,0,0,"Core CPI",0.5
"2007-546-2007-2",2007,2007,2,546,1,1,2,5,30,35,20,5,1,1,0,"Core CPI",0.5
"2007-548-2007-2",2007,2007,2,548,2,0,0,10,40,40,10,0,0,0,0,"Core CPI",0.5
"2007-549-2007-2",2007,2007,2,549,1,0,0,0,15,50,35,0,0,0,0,"Core CPI",0.5
"2007-550-2007-2",2007,2007,2,550,2,0,2,6,7,22,25,28,5,5,0,"Core CPI",0.5
"2007-551-2007-2",2007,2007,2,551,2,,,,,,,,,,,"Core CPI",0.5
"2007-552-2007-2",2007,2007,2,552,1,0,0,0,45,50,5,0,0,0,0,"Core CPI",0.5
"2007-20-2007-3",2007,2007,3,20,2,0,0,0,0,0,40,30,30,0,0,"Core CPI",0.25
"2007-65-2007-3",2007,2007,3,65,3,,,,,,,,,,,"Core CPI",0.25
"2007-84-2007-3",2007,2007,3,84,1,,,,,,,,,,,"Core CPI",0.25
"2007-411-2007-3",2007,2007,3,411,2,0,0,3,35,35,25,2,0,0,0,"Core CPI",0.25
"2007-420-2007-3",2007,2007,3,420,2,0,0,0,5,70,25,0,0,0,0,"Core CPI",0.25
"2007-422-2007-3",2007,2007,3,422,1,,,,,,,,,,,"Core CPI",0.25
"2007-424-2007-3",2007,2007,3,424,1,1,1,1,15,68,10,1,1,1,1,"Core CPI",0.25
"2007-426-2007-3",2007,2007,3,426,2,0,0,10,45,40,5,0,0,0,0,"Core CPI",0.25
"2007-428-2007-3",2007,2007,3,428,2,,,,,,,,,,,"Core CPI",0.25
"2007-429-2007-3",2007,2007,3,429,2,,,,,,,,,,,"Core CPI",0.25
"2007-431-2007-3",2007,2007,3,431,1,0,0,0,40,50,10,0,0,0,0,"Core CPI",0.25
"2007-433-2007-3",2007,2007,3,433,2,0,0,25,50,25,0,0,0,0,0,"Core CPI",0.25
"2007-446-2007-3",2007,2007,3,446,2,,,,,,,,,,,"Core CPI",0.25
"2007-456-2007-3",2007,2007,3,456,1,0,0,2,10,38,42,8,0,0,0,"Core CPI",0.25
"2007-463-2007-3",2007,2007,3,463,2,0,1,4,10,74,10,1,0,0,0,"Core CPI",0.25
"2007-472-2007-3",2007,2007,3,472,2,0,0,0,10,80,10,0,0,0,0,"Core CPI",0.25
"2007-483-2007-3",2007,2007,3,483,3,2,10,15,25,30,10,6,2,0,0,"Core CPI",0.25
"2007-484-2007-3",2007,2007,3,484,2,0,0,2,21,42,35,0,0,0,0,"Core CPI",0.25
"2007-497-2007-3",2007,2007,3,497,1,,,,,,,,,,,"Core CPI",0.25
"2007-504-2007-3",2007,2007,3,504,1,0,0,0,20,55,25,0,0,0,0,"Core CPI",0.25
"2007-506-2007-3",2007,2007,3,506,2,0,0,0,0,70,30,0,0,0,0,"Core CPI",0.25
"2007-507-2007-3",2007,2007,3,507,3,0,0,0,5,70,25,0,0,0,0,"Core CPI",0.25
"2007-508-2007-3",2007,2007,3,508,2,0,0,0,8,50,40,2,0,0,0,"Core CPI",0.25
"2007-510-2007-3",2007,2007,3,510,2,0,0,0,75,25,0,0,0,0,0,"Core CPI",0.25
"2007-512-2007-3",2007,2007,3,512,2,0,0,10,40,30,20,0,0,0,0,"Core CPI",0.25
"2007-516-2007-3",2007,2007,3,516,1,0,0,0,5,75,20,0,0,0,0,"Core CPI",0.25
"2007-518-2007-3",2007,2007,3,518,2,0,1,4,20,50,20,4,1,0,0,"Core CPI",0.25
"2007-519-2007-3",2007,2007,3,519,1,0,5,10,20,30,20,10,5,0,0,"Core CPI",0.25
"2007-521-2007-3",2007,2007,3,521,1,0,0,0,30,40,30,0,0,0,0,"Core CPI",0.25
"2007-524-2007-3",2007,2007,3,524,2,0,10,25,40,20,5,0,0,0,0,"Core CPI",0.25
"2007-526-2007-3",2007,2007,3,526,2,0,0,5,30,60,5,0,0,0,0,"Core CPI",0.25
"2007-527-2007-3",2007,2007,3,527,2,0,0,0,20,70,10,0,0,0,0,"Core CPI",0.25
"2007-528-2007-3",2007,2007,3,528,1,0,0,60,40,0,0,0,0,0,0,"Core CPI",0.25
"2007-531-2007-3",2007,2007,3,531,1,0,0,0,0,60,40,0,0,0,0,"Core CPI",0.25
"2007-532-2007-3",2007,2007,3,532,2,0,0,0,50,50,0,0,0,0,0,"Core CPI",0.25
"2007-533-2007-3",2007,2007,3,533,1,0,0,0,10,30,50,10,0,0,0,"Core CPI",0.25
"2007-535-2007-3",2007,2007,3,535,1,0,0,20,70,10,0,0,0,0,0,"Core CPI",0.25
"2007-538-2007-3",2007,2007,3,538,2,,,,,,,,,,,"Core CPI",0.25
"2007-540-2007-3",2007,2007,3,540,2,,,,,,,,,,,"Core CPI",0.25
"2007-541-2007-3",2007,2007,3,541,1,0,0,0,10,45,35,10,0,0,0,"Core CPI",0.25
"2007-542-2007-3",2007,2007,3,542,1,0,0,7,40,45,8,0,0,0,0,"Core CPI",0.25
"2007-543-2007-3",2007,2007,3,543,1,0,0,0,30,60,10,0,0,0,0,"Core CPI",0.25
"2007-544-2007-3",2007,2007,3,544,1,0,0,5,30,60,5,0,0,0,0,"Core CPI",0.25
"2007-546-2007-3",2007,2007,3,546,1,1,1,5,25,35,25,5,1,1,1,"Core CPI",0.25
"2007-548-2007-3",2007,2007,3,548,2,0,0,5,45,45,5,0,0,0,0,"Core CPI",0.25
"2007-549-2007-3",2007,2007,3,549,1,0,0,0,15,50,35,0,0,0,0,"Core CPI",0.25
"2007-551-2007-3",2007,2007,3,551,2,,,,,,,,,,,"Core CPI",0.25
"2007-552-2007-3",2007,2007,3,552,1,0,0,0,25,50,25,0,0,0,0,"Core CPI",0.25
"2007-554-2007-3",2007,2007,3,554,2,0,0,5,5,30,35,20,5,0,0,"Core CPI",0.25
"2007-20-2007-4",2007,2007,4,20,2,0,0,0,0,10,40,50,0,0,0,"Core CPI",0
"2007-84-2007-4",2007,2007,4,84,1,,,,,,,,,,,"Core CPI",0
"2007-407-2007-4",2007,2007,4,407,2,0,0,0,40,60,0,0,0,0,0,"Core CPI",0
"2007-411-2007-4",2007,2007,4,411,2,0,0,3,35,35,25,2,0,0,0,"Core CPI",0
"2007-420-2007-4",2007,2007,4,420,2,0,0,0,10,70,20,0,0,0,0,"Core CPI",0
"2007-421-2007-4",2007,2007,4,421,2,0,0,5,15,50,25,5,0,0,0,"Core CPI",0
"2007-422-2007-4",2007,2007,4,422,1,,,,,,,,,,,"Core CPI",0
"2007-424-2007-4",2007,2007,4,424,1,0,1,1,10,74,10,1,1,1,1,"Core CPI",0
"2007-428-2007-4",2007,2007,4,428,2,,,,,,,,,,,"Core CPI",0
"2007-429-2007-4",2007,2007,4,429,2,,,,,,,,,,,"Core CPI",0
"2007-431-2007-4",2007,2007,4,431,1,0,0,0,5,65,30,0,0,0,0,"Core CPI",0
"2007-446-2007-4",2007,2007,4,446,2,,,,,,,,,,,"Core CPI",0
"2007-448-2007-4",2007,2007,4,448,2,10,15,35,30,10,0,0,0,0,0,"Core CPI",0
"2007-456-2007-4",2007,2007,4,456,1,0,0,0,5,90,5,0,0,0,0,"Core CPI",0
"2007-463-2007-4",2007,2007,4,463,2,0,0,0,0,30,70,0,0,0,0,"Core CPI",0
"2007-472-2007-4",2007,2007,4,472,2,0,0,0,30,70,0,0,0,0,0,"Core CPI",0
"2007-483-2007-4",2007,2007,4,483,3,0,0,0,5,55,40,0,0,0,0,"Core CPI",0
"2007-484-2007-4",2007,2007,4,484,2,0,0,1,17,68,12,2,0,0,0,"Core CPI",0
"2007-498-2007-4",2007,2007,4,498,1,0,0,0,10,80,10,0,0,0,0,"Core CPI",0
"2007-504-2007-4",2007,2007,4,504,1,0,0,0,20,50,30,0,0,0,0,"Core CPI",0
"2007-507-2007-4",2007,2007,4,507,3,0,0,0,5,85,10,0,0,0,0,"Core CPI",0
"2007-508-2007-4",2007,2007,4,508,2,0,0,5,25,55,15,0,0,0,0,"Core CPI",0
"2007-510-2007-4",2007,2007,4,510,2,0,0,0,0,100,0,0,0,0,0,"Core CPI",0
"2007-512-2007-4",2007,2007,4,512,2,0,0,5,40,50,5,0,0,0,0,"Core CPI",0
"2007-516-2007-4",2007,2007,4,516,1,0,0,0,1,98,1,0,0,0,0,"Core CPI",0
"2007-518-2007-4",2007,2007,4,518,2,0,0,10,15,50,15,10,0,0,0,"Core CPI",0
"2007-519-2007-4",2007,2007,4,519,1,0,5,10,20,30,20,10,5,0,0,"Core CPI",0
"2007-520-2007-4",2007,2007,4,520,2,0,10,30,30,20,10,0,0,0,0,"Core CPI",0
"2007-521-2007-4",2007,2007,4,521,1,0,0,0,20,70,10,0,0,0,0,"Core CPI",0
"2007-524-2007-4",2007,2007,4,524,2,0,10,20,40,20,10,0,0,0,0,"Core CPI",0
"2007-526-2007-4",2007,2007,4,526,2,0,0,0,0,10,80,10,0,0,0,"Core CPI",0
"2007-527-2007-4",2007,2007,4,527,2,0,0,0,40,50,10,0,0,0,0,"Core CPI",0
"2007-528-2007-4",2007,2007,4,528,1,0,0,0,0,50,50,0,0,0,0,"Core CPI",0
"2007-532-2007-4",2007,2007,4,532,2,0,0,0,50,50,0,0,0,0,0,"Core CPI",0
"2007-535-2007-4",2007,2007,4,535,1,0,0,0,30,50,20,0,0,0,0,"Core CPI",0
"2007-539-2007-4",2007,2007,4,539,1,1,1,2,50,30,10,2,2,1,1,"Core CPI",0
"2007-540-2007-4",2007,2007,4,540,2,,,,,,,,,,,"Core CPI",0
"2007-542-2007-4",2007,2007,4,542,1,0,0,0,25,65,10,0,0,0,0,"Core CPI",0
"2007-543-2007-4",2007,2007,4,543,1,0,0,5,40,50,5,0,0,0,0,"Core CPI",0
"2007-544-2007-4",2007,2007,4,544,1,0,0,2,30,65,3,0,0,0,0,"Core CPI",0
"2007-546-2007-4",2007,2007,4,546,1,0,0,0,15,70,15,0,0,0,0,"Core CPI",0
"2007-548-2007-4",2007,2007,4,548,2,0,0,0,5,90,5,0,0,0,0,"Core CPI",0
"2007-549-2007-4",2007,2007,4,549,1,0,0,0,20,60,20,0,0,0,0,"Core CPI",0
"2007-550-2007-4",2007,2007,4,550,2,15,20,25,14,11,9,6,0,0,0,"Core CPI",0
"2007-552-2007-4",2007,2007,4,552,1,0,0,0,25,50,25,0,0,0,0,"Core CPI",0
"2007-553-2007-4",2007,2007,4,553,2,0,1,5,25,45,20,3,1,0,0,"Core CPI",0
"2007-554-2007-4",2007,2007,4,554,2,0,0,5,20,30,20,15,5,5,0,"Core CPI",0
"2007-555-2007-4",2007,2007,4,555,1,0,0,0,10,80,10,0,0,0,0,"Core CPI",0
"2008-99-2008-1",2008,2008,1,99,1,1,2,5,18,35,20,10,4,3,2,"Core CPI",0.75
"2008-407-2008-1",2008,2008,1,407,2,0,0,5,55,40,0,0,0,0,0,"Core CPI",0.75
"2008-411-2008-1",2008,2008,1,411,2,,,,,,,,,,,"Core CPI",0.75
"2008-420-2008-1",2008,2008,1,420,2,0,0,0,5,45,45,5,0,0,0,"Core CPI",0.75
"2008-421-2008-1",2008,2008,1,421,2,0,0,5,30,40,25,0,0,0,0,"Core CPI",0.75
"2008-422-2008-1",2008,2008,1,422,1,,,,,,,,,,,"Core CPI",0.75
"2008-423-2008-1",2008,2008,1,423,2,,,,,,,,,,,"Core CPI",0.75
"2008-424-2008-1",2008,2008,1,424,1,1,1,2,10,65,16,2,1,1,1,"Core CPI",0.75
"2008-426-2008-1",2008,2008,1,426,2,0,0,5,15,35,30,15,0,0,0,"Core CPI",0.75
"2008-431-2008-1",2008,2008,1,431,1,5,5,10,20,30,15,10,5,0,0,"Core CPI",0.75
"2008-446-2008-1",2008,2008,1,446,2,0,0,5,20,50,20,5,0,0,0,"Core CPI",0.75
"2008-448-2008-1",2008,2008,1,448,2,0,0,5,25,40,25,5,0,0,0,"Core CPI",0.75
"2008-463-2008-1",2008,2008,1,463,2,0,2,8,43,38,8,1,0,0,0,"Core CPI",0.75
"2008-472-2008-1",2008,2008,1,472,2,0,0,0,15,70,15,0,0,0,0,"Core CPI",0.75
"2008-483-2008-1",2008,2008,1,483,3,3,8,15,30,25,14,5,0,0,0,"Core CPI",0.75
"2008-484-2008-1",2008,2008,1,484,2,1,3,30,36,23,6,1,0,0,0,"Core CPI",0.75
"2008-498-2008-1",2008,2008,1,498,1,0,0,5,10,20,50,10,5,0,0,"Core CPI",0.75
"2008-504-2008-1",2008,2008,1,504,1,0,0,0,20,50,30,0,0,0,0,"Core CPI",0.75
"2008-507-2008-1",2008,2008,1,507,3,0,0,0,0,40,55,5,0,0,0,"Core CPI",0.75
"2008-508-2008-1",2008,2008,1,508,2,0,0,5,15,30,30,15,5,0,0,"Core CPI",0.75
"2008-510-2008-1",2008,2008,1,510,2,0,0,0,30,35,35,0,0,0,0,"Core CPI",0.75
"2008-512-2008-1",2008,2008,1,512,2,0,0,5,50,40,5,0,0,0,0,"Core CPI",0.75
"2008-516-2008-1",2008,2008,1,516,1,0,0,0,10,35,45,10,0,0,0,"Core CPI",0.75
"2008-518-2008-1",2008,2008,1,518,2,0,0,0,5,20,50,20,5,0,0,"Core CPI",0.75
"2008-519-2008-1",2008,2008,1,519,1,1,10,12,15,25,15,12,8,2,0,"Core CPI",0.75
"2008-520-2008-1",2008,2008,1,520,2,,,,,,,,,,,"Core CPI",0.75
"2008-521-2008-1",2008,2008,1,521,1,,,,,,,,,,,"Core CPI",0.75
"2008-523-2008-1",2008,2008,1,523,2,16.5,13.7,18.3,18.4,13.7,9.2,4.6,2,1.8,1.8,"Core CPI",0.75
"2008-524-2008-1",2008,2008,1,524,2,0,5,20,40,25,10,0,0,0,0,"Core CPI",0.75
"2008-526-2008-1",2008,2008,1,526,2,0,0,0,10,75,15,0,0,0,0,"Core CPI",0.75
"2008-527-2008-1",2008,2008,1,527,2,0,0,0,0,60,40,0,0,0,0,"Core CPI",0.75
"2008-528-2008-1",2008,2008,1,528,1,0,0,0,0,70,30,0,0,0,0,"Core CPI",0.75
"2008-531-2008-1",2008,2008,1,531,1,,,,,,,,,,,"Core CPI",0.75
"2008-532-2008-1",2008,2008,1,532,2,0,0,0,30,60,10,0,0,0,0,"Core CPI",0.75
"2008-535-2008-1",2008,2008,1,535,1,0,0,0,30,60,10,0,0,0,0,"Core CPI",0.75
"2008-539-2008-1",2008,2008,1,539,1,0,0,5,30,25,20,10,8,2,0,"Core CPI",0.75
"2008-540-2008-1",2008,2008,1,540,2,,,,,,,,,,,"Core CPI",0.75
"2008-541-2008-1",2008,2008,1,541,1,0,0,0,25,35,35,5,0,0,0,"Core CPI",0.75
"2008-542-2008-1",2008,2008,1,542,1,0,0,10,50,30,10,0,0,0,0,"Core CPI",0.75
"2008-543-2008-1",2008,2008,1,543,1,0,0,5,40,50,5,0,0,0,0,"Core CPI",0.75
"2008-546-2008-1",2008,2008,1,546,1,0,0,5,15,30,30,15,5,0,0,"Core CPI",0.75
"2008-548-2008-1",2008,2008,1,548,2,0,0,0,0,0,10,40,50,0,0,"Core CPI",0.75
"2008-549-2008-1",2008,2008,1,549,1,0,0,0,20,60,20,0,0,0,0,"Core CPI",0.75
"2008-550-2008-1",2008,2008,1,550,2,16,23,24,22,7,4,2,2,0,0,"Core CPI",0.75
"2008-551-2008-1",2008,2008,1,551,2,,,,,,,,,,,"Core CPI",0.75
"2008-552-2008-1",2008,2008,1,552,1,0,0,0,30,50,20,0,0,0,0,"Core CPI",0.75
"2008-553-2008-1",2008,2008,1,553,2,0,0,5,10,60,20,5,0,0,0,"Core CPI",0.75
"2008-554-2008-1",2008,2008,1,554,2,0,0,5,5,30,35,20,5,0,0,"Core CPI",0.75
"2008-555-2008-1",2008,2008,1,555,1,0,0,0,25,50,25,0,0,0,0,"Core CPI",0.75
"2008-557-2008-1",2008,2008,1,557,1,0,0,1,2,23,38,30,5,1,0,"Core CPI",0.75
"2008-20-2008-2",2008,2008,2,20,2,0,10,20,50,20,0,0,0,0,0,"Core CPI",0.5
"2008-84-2008-2",2008,2008,2,84,1,,,,,,,,,,,"Core CPI",0.5
"2008-407-2008-2",2008,2008,2,407,2,0,0,20,75,5,0,0,0,0,0,"Core CPI",0.5
"2008-411-2008-2",2008,2008,2,411,2,0,0,5,45,40,10,0,0,0,0,"Core CPI",0.5
"2008-421-2008-2",2008,2008,2,421,2,0,0,5,25,45,22,3,0,0,0,"Core CPI",0.5
"2008-422-2008-2",2008,2008,2,422,1,,,,,,,,,,,"Core CPI",0.5
"2008-424-2008-2",2008,2008,2,424,1,1,1,1,10,45,34,5,1,1,1,"Core CPI",0.5
"2008-426-2008-2",2008,2008,2,426,2,0,0,10,80,10,0,0,0,0,0,"Core CPI",0.5
"2008-428-2008-2",2008,2008,2,428,2,,,,,,,,,,,"Core CPI",0.5
"2008-429-2008-2",2008,2008,2,429,2,,,,,,,,,,,"Core CPI",0.5
"2008-431-2008-2",2008,2008,2,431,1,0,0,5,25,45,20,5,0,0,0,"Core CPI",0.5
"2008-446-2008-2",2008,2008,2,446,2,,,,,,,,,,,"Core CPI",0.5
"2008-463-2008-2",2008,2008,2,463,2,0,1,5,38,48,6,2,0,0,0,"Core CPI",0.5
"2008-472-2008-2",2008,2008,2,472,2,90,10,0,0,0,0,0,0,0,0,"Core CPI",0.5
"2008-483-2008-2",2008,2008,2,483,3,0,5,12,43,30,10,0,0,0,0,"Core CPI",0.5
