"Year.ID.ForecastYear.Quarter","YEAR FORECAST MADE","YEAR BEING FORECAST","QUARTER","FORECASTER ID","INDUSTRY","BIN 1","BIN 2","BIN 3","BIN 4","BIN 5","BIN 6","BIN 7","BIN 8","BIN 9","BIN 10","INDICATOR","TDIST"
"2011-527-2011-1",2011,2011,1,527,2,0,0,0,0,0,0,40,60,0,0,"Core PCE",0.75
"2011-528-2011-1",2011,2011,1,528,1,0,0,0,0,0,0,50,50,0,0,"Core PCE",0.75
"2011-532-2011-1",2011,2011,1,532,2,,,,,,,,,,,"Core PCE",0.75
"2011-535-2011-1",2011,2011,1,535,1,0,0,0,0,20,60,20,0,0,0,"Core PCE",0.75
"2011-538-2011-1",2011,2011,1,538,2,0,0,0,0,5,25,50,20,0,0,"Core PCE",0.75
"2011-540-2011-1",2011,2011,1,540,2,0,0,0,0,35,50,15,0,0,0,"Core PCE",0.75
"2011-542-2011-1",2011,2011,1,542,1,0,0,0,10,15,20,25,15,10,5,"Core PCE",0.75
"2011-548-2011-1",2011,2011,1,548,2,0,0,0,0,0,50,50,0,0,0,"Core PCE",0.75
"2011-549-2011-1",2011,2011,1,549,1,0,0,0,0,0,25,50,25,0,0,"Core PCE",0.75
"2011-553-2011-1",2011,2011,1,553,2,0,0,0,1,3,15,50,30,1,0,"Core PCE",0.75
"2011-555-2011-1",2011,2011,1,555,1,0,0,0,0,0,40,50,10,0,0,"Core PCE",0.75
"2011-556-2011-1",2011,2011,1,556,1,0,0,0,0,5,15,22.5,25,17.5,15,"Core PCE",0.75
"2011-557-2011-1",2011,2011,1,557,1,0,0,0,1,8,15,33,32,10,1,"Core PCE",0.75
"2011-558-2011-1",2011,2011,1,558,1,,,,,,,,,,,"Core PCE",0.75
"2011-560-2011-1",2011,2011,1,560,2,,,,,,,,,,,"Core PCE",0.75
"2011-561-2011-1",2011,2011,1,561,2,,,,,,,,,,,"Core PCE",0.75
"2011-563-2011-1",2011,2011,1,563,2,0,0,0.04,0.32,2.32,7.36,19.64,30.44,25.72,14.16,"Core PCE",0.75
"2011-564-2011-1",2011,2011,1,564,2,0,0,5,5,40,45,5,0,0,0,"Core PCE",0.75
"2011-568-2011-1",2011,2011,1,568,2,0,0,0,2,5,10,20,35,20,8,"Core PCE",0.75
"2011-407-2011-2",2011,2011,2,407,2,0,0,0,15,75,10,0,0,0,0,"Core PCE",0.5
"2011-411-2011-2",2011,2011,2,411,2,0,0,0,0,0,10,50,30,10,0,"Core PCE",0.5
"2011-420-2011-2",2011,2011,2,420,2,0,0,0,0,5,45,45,5,0,0,"Core PCE",0.5
"2011-422-2011-2",2011,2011,2,422,1,2,3,5,10,30,30,10,5,3,2,"Core PCE",0.5
"2011-423-2011-2",2011,2011,2,423,2,,,,,,,,,,,"Core PCE",0.5
"2011-424-2011-2",2011,2011,2,424,1,1,1,1,1,5,15,55,15,5,1,"Core PCE",0.5
"2011-426-2011-2",2011,2011,2,426,2,0,0,0,5,45,45,5,0,0,0,"Core PCE",0.5
"2011-431-2011-2",2011,2011,2,431,1,0,0,0,0,5,40,50,5,0,0,"Core PCE",0.5
"2011-446-2011-2",2011,2011,2,446,2,0,0,0,0,7,19,40,26,8,0,"Core PCE",0.5
"2011-463-2011-2",2011,2011,2,463,2,0,0,0,0,2,45,50,3,0,0,"Core PCE",0.5
"2011-472-2011-2",2011,2011,2,472,2,0,0,0,0,20,80,0,0,0,0,"Core PCE",0.5
"2011-483-2011-2",2011,2011,2,483,3,0,0,0,0,5,25,45,25,0,0,"Core PCE",0.5
"2011-484-2011-2",2011,2011,2,484,2,0,0,2,3,21,31,21,16,6,0,"Core PCE",0.5
"2011-498-2011-2",2011,2011,2,498,1,0,0,0,0,0,50,50,0,0,0,"Core PCE",0.5
"2011-504-2011-2",2011,2011,2,504,1,0,0,0,0,5,10,25,40,15,5,"Core PCE",0.5
"2011-506-2011-2",2011,2011,2,506,2,,,,,,,,,,,"Core PCE",0.5
"2011-507-2011-2",2011,2011,2,507,3,3,5,7,9,12,19,21,18,4,2,"Core PCE",0.5
"2011-508-2011-2",2011,2011,2,508,2,,,,,,,,,,,"Core PCE",0.5
"2011-510-2011-2",2011,2011,2,510,2,0,0,0,0,10,90,0,0,0,0,"Core PCE",0.5
"2011-516-2011-2",2011,2011,2,516,1,,,,,,,,,,,"Core PCE",0.5
"2011-518-2011-2",2011,2011,2,518,2,0,0,0,0,25,50,25,0,0,0,"Core PCE",0.5
"2011-520-2011-2",2011,2011,2,520,2,,,,,,,,,,,"Core PCE",0.5
"2011-523-2011-2",2011,2011,2,523,2,,,,,,,,,,,"Core PCE",0.5
"2011-524-2011-2",2011,2011,2,524,2,0,0,5,10,20,30,30,5,0,0,"Core PCE",0.5
"2011-526-2011-2",2011,2011,2,526,2,,,,,,,,,,,"Core PCE",0.5
"2011-527-2011-2",2011,2011,2,527,2,0,0,0,0,0,40,60,0,0,0,"Core PCE",0.5
"2011-532-2011-2",2011,2011,2,532,2,,,,,,,,,,,"Core PCE",0.5
"2011-533-2011-2",2011,2011,2,533,1,,,,,,,,,,,"Core PCE",0.5
"2011-535-2011-2",2011,2011,2,535,1,0,0,0,0,45,50,5,0,0,0,"Core PCE",0.5
"2011-540-2011-2",2011,2011,2,540,2,0,0,0,0,35,50,15,0,0,0,"Core PCE",0.5
"2011-542-2011-2",2011,2011,2,542,1,0,0,0,10,15,30,25,10,5,5,"Core PCE",0.5
"2011-546-2011-2",2011,2011,2,546,1,0,0,0,3,20,35,30,10,2,0,"Core PCE",0.5
"2011-548-2011-2",2011,2011,2,548,2,0,0,0,0,25,65,10,0,0,0,"Core PCE",0.5
"2011-549-2011-2",2011,2011,2,549,1,0,0,0,0,0,50,50,0,0,0,"Core PCE",0.5
"2011-553-2011-2",2011,2011,2,553,2,0,0,1,2,10,25,30,25,6,1,"Core PCE",0.5
"2011-555-2011-2",2011,2011,2,555,1,0,0,0,0,0,50,50,0,0,0,"Core PCE",0.5
"2011-556-2011-2",2011,2011,2,556,1,0,0,0,0,10,20,30,25,15,0,"Core PCE",0.5
"2011-557-2011-2",2011,2011,2,557,1,0,0,0,10,35,50,5,0,0,0,"Core PCE",0.5
"2011-558-2011-2",2011,2011,2,558,1,,,,,,,,,,,"Core PCE",0.5
"2011-559-2011-2",2011,2011,2,559,1,0,0,0,15,40,30,15,0,0,0,"Core PCE",0.5
"2011-561-2011-2",2011,2011,2,561,2,,,,,,,,,,,"Core PCE",0.5
"2011-563-2011-2",2011,2011,2,563,2,0,0,0.08,1.28,6.4,28.24,43.32,18.04,2.4,0.24,"Core PCE",0.5
"2011-564-2011-2",2011,2011,2,564,2,,,,,,,,,,,"Core PCE",0.5
"2011-568-2011-2",2011,2011,2,568,2,0,0,0,5,15,30,35,10,5,0,"Core PCE",0.5
"2011-407-2011-3",2011,2011,3,407,2,0,0,0,0,10,60,30,0,0,0,"Core PCE",0.25
"2011-420-2011-3",2011,2011,3,420,2,0,0,0,0,25,60,15,0,0,0,"Core PCE",0.25
"2011-422-2011-3",2011,2011,3,422,1,0,0,10,10,20,30,20,5,3,2,"Core PCE",0.25
"2011-423-2011-3",2011,2011,3,423,2,,,,,,,,,,,"Core PCE",0.25
"2011-426-2011-3",2011,2011,3,426,2,0,0,0,5,20,40,30,5,0,0,"Core PCE",0.25
"2011-431-2011-3",2011,2011,3,431,1,0,0,0,0,0,40,50,10,0,0,"Core PCE",0.25
"2011-433-2011-3",2011,2011,3,433,2,0,0,0,0,0,50,50,0,0,0,"Core PCE",0.25
"2011-446-2011-3",2011,2011,3,446,2,0,0,0,0,10,40,40,10,0,0,"Core PCE",0.25
"2011-456-2011-3",2011,2011,3,456,1,0,0,0,2,12,50,30,5,1,0,"Core PCE",0.25
"2011-463-2011-3",2011,2011,3,463,2,0,0,0,0,0,40,50,10,0,0,"Core PCE",0.25
"2011-472-2011-3",2011,2011,3,472,2,0,0,0,0,0,85,15,0,0,0,"Core PCE",0.25
"2011-483-2011-3",2011,2011,3,483,3,0,0,0,0,5,25,45,25,0,0,"Core PCE",0.25
"2011-484-2011-3",2011,2011,3,484,2,4,18,28,27,12,6,4,1,0,0,"Core PCE",0.25
"2011-498-2011-3",2011,2011,3,498,1,0,0,0,0,20,50,30,0,0,0,"Core PCE",0.25
"2011-504-2011-3",2011,2011,3,504,1,0,0,0,0,5,10,25,40,15,5,"Core PCE",0.25
"2011-507-2011-3",2011,2011,3,507,3,,,,,,,,,,,"Core PCE",0.25
"2011-510-2011-3",2011,2011,3,510,2,0,0,0,0,5,85,10,0,0,0,"Core PCE",0.25
"2011-516-2011-3",2011,2011,3,516,1,,,,,,,,,,,"Core PCE",0.25
"2011-518-2011-3",2011,2011,3,518,2,0,0,0,0,25,50,25,0,0,0,"Core PCE",0.25
"2011-520-2011-3",2011,2011,3,520,2,,,,,,,,,,,"Core PCE",0.25
"2011-523-2011-3",2011,2011,3,523,2,6.7,13.4,26.8,26.8,13.4,6.7,3.3,1.7,0.8,0.4,"Core PCE",0.25
"2011-524-2011-3",2011,2011,3,524,2,0,0,5,10,20,30,30,5,0,0,"Core PCE",0.25
"2011-527-2011-3",2011,2011,3,527,2,0,0,0,0,30,60,10,0,0,0,"Core PCE",0.25
"2011-532-2011-3",2011,2011,3,532,2,0,0,0,0,55,45,0,0,0,0,"Core PCE",0.25
"2011-540-2011-3",2011,2011,3,540,2,,,,,,,,,,,"Core PCE",0.25
"2011-542-2011-3",2011,2011,3,542,1,0,0,10,20,30,25,10,5,0,0,"Core PCE",0.25
"2011-546-2011-3",2011,2011,3,546,1,1,3,8,15,20,25,15,8,4,1,"Core PCE",0.25
"2011-548-2011-3",2011,2011,3,548,2,0,0,0,0,5,75,20,0,0,0,"Core PCE",0.25
"2011-549-2011-3",2011,2011,3,549,1,0,0,0,0,20,60,20,0,0,0,"Core PCE",0.25
"2011-551-2011-3",2011,2011,3,551,2,,,,,,,,,,,"Core PCE",0.25
"2011-554-2011-3",2011,2011,3,554,2,0,0,0,5,15,60,15,5,0,0,"Core PCE",0.25
"2011-555-2011-3",2011,2011,3,555,1,0,0,0,10,50,40,0,0,0,0,"Core PCE",0.25
"2011-557-2011-3",2011,2011,3,557,1,0,0,0,10,40,45,5,0,0,0,"Core PCE",0.25
"2011-558-2011-3",2011,2011,3,558,1,,,,,,,,,,,"Core PCE",0.25
"2011-561-2011-3",2011,2011,3,561,2,,,,,,,,,,,"Core PCE",0.25
"2011-563-2011-3",2011,2011,3,563,2,0,0,0,2.04,23.52,63.96,10.4,0.08,0,0,"Core PCE",0.25
"2011-568-2011-3",2011,2011,3,568,2,0,0,10,15,25,30,15,5,0,0,"Core PCE",0.25
"2011-407-2011-4",2011,2011,4,407,2,0,0,0,0,5,95,0,0,0,0,"Core PCE",0
"2011-411-2011-4",2011,2011,4,411,2,0,0,0,0,5,90,5,0,0,0,"Core PCE",0
"2011-420-2011-4",2011,2011,4,420,2,0,0,0,0,20,70,10,0,0,0,"Core PCE",0
"2011-421-2011-4",2011,2011,4,421,2,0,0,40,45,15,0,0,0,0,0,"Core PCE",0
"2011-422-2011-4",2011,2011,4,422,1,0,0,10,10,20,30,20,5,3,2,"Core PCE",0
"2011-424-2011-4",2011,2011,4,424,1,0,0,0,0,5,90,5,0,0,0,"Core PCE",0
"2011-426-2011-4",2011,2011,4,426,2,0,0,0,0,5,55,35,5,0,0,"Core PCE",0
"2011-428-2011-4",2011,2011,4,428,2,0,0,0,0,10,85,5,0,0,0,"Core PCE",0
"2011-431-2011-4",2011,2011,4,431,1,0,0,0,0,5,85,10,0,0,0,"Core PCE",0
"2011-433-2011-4",2011,2011,4,433,2,0,0,0,0,25,75,0,0,0,0,"Core PCE",0
"2011-446-2011-4",2011,2011,4,446,2,0,0,0,0,10,50,40,0,0,0,"Core PCE",0
"2011-456-2011-4",2011,2011,4,456,1,0,0,0,5,27,65,3,0,0,0,"Core PCE",0
"2011-463-2011-4",2011,2011,4,463,2,0,0,0,0,2,85,13,0,0,0,"Core PCE",0
"2011-472-2011-4",2011,2011,4,472,2,0,0,0,55,45,0,0,0,0,0,"Core PCE",0
"2011-483-2011-4",2011,2011,4,483,3,0,0,0,0,0,70,30,0,0,0,"Core PCE",0
"2011-498-2011-4",2011,2011,4,498,1,0,0,0,0,55,45,0,0,0,0,"Core PCE",0
"2011-504-2011-4",2011,2011,4,504,1,0,0,0,30,60,10,0,0,0,0,"Core PCE",0
"2011-506-2011-4",2011,2011,4,506,2,0,0,0,0,0,100,0,0,0,0,"Core PCE",0
"2011-507-2011-4",2011,2011,4,507,3,0,0,0,0,10,90,0,0,0,0,"Core PCE",0
"2011-508-2011-4",2011,2011,4,508,2,,,,,,,,,,,"Core PCE",0
"2011-510-2011-4",2011,2011,4,510,2,0,0,0,0,50,50,0,0,0,0,"Core PCE",0
"2011-518-2011-4",2011,2011,4,518,2,0,0,0,0,10,80,10,0,0,0,"Core PCE",0
"2011-520-2011-4",2011,2011,4,520,2,,,,,,,,,,,"Core PCE",0
"2011-523-2011-4",2011,2011,4,523,2,0.7,0.5,2.6,13.2,66.5,13.2,2.6,0.5,0.1,0.1,"Core PCE",0
"2011-524-2011-4",2011,2011,4,524,2,0,0,5,20,30,20,15,10,0,0,"Core PCE",0
"2011-526-2011-4",2011,2011,4,526,2,0,0,0,0,15,70,15,0,0,0,"Core PCE",0
"2011-527-2011-4",2011,2011,4,527,2,,,,,,,,,,,"Core PCE",0
"2011-532-2011-4",2011,2011,4,532,2,0,0,0,0,55,45,0,0,0,0,"Core PCE",0
"2011-535-2011-4",2011,2011,4,535,1,0,0,0,0,10,90,0,0,0,0,"Core PCE",0
"2011-540-2011-4",2011,2011,4,540,2,0,0,0,5,15,35,30,15,0,0,"Core PCE",0
"2011-542-2011-4",2011,2011,4,542,1,0,0,0,15,35,35,15,0,0,0,"Core PCE",0
"2011-546-2011-4",2011,2011,4,546,1,0,0,0,1,19,75,5,0,0,0,"Core PCE",0
"2011-548-2011-4",2011,2011,4,548,2,0,0,0,0,10,80,10,0,0,0,"Core PCE",0
"2011-549-2011-4",2011,2011,4,549,1,0,0,0,0,0,100,0,0,0,0,"Core PCE",0
"2011-553-2011-4",2011,2011,4,553,2,0.5,1,3,5,18,45,18,9,0.5,0,"Core PCE",0
"2011-554-2011-4",2011,2011,4,554,2,0,0,0,0,22,70,8,0,0,0,"Core PCE",0
"2011-555-2011-4",2011,2011,4,555,1,0,0,20,50,20,10,0,0,0,0,"Core PCE",0
"2011-556-2011-4",2011,2011,4,556,1,0,0,0,0,15,80,5,0,0,0,"Core PCE",0
"2011-557-2011-4",2011,2011,4,557,1,0,0,0,10,40,45,5,0,0,0,"Core PCE",0
"2011-558-2011-4",2011,2011,4,558,1,,,,,,,,,,,"Core PCE",0
"2011-559-2011-4",2011,2011,4,559,1,0,0,0,30,50,20,0,0,0,0,"Core PCE",0
"2011-560-2011-4",2011,2011,4,560,2,,,,,,,,,,,"Core PCE",0
"2011-563-2011-4",2011,2011,4,563,2,0,0,0,0,24.64,75.36,0,0,0,0,"Core PCE",0
"2011-564-2011-4",2011,2011,4,564,2,,,,,,,,,,,"Core PCE",0
"2011-568-2011-4",2011,2011,4,568,2,0,0,0,10,45,40,5,0,0,0,"Core PCE",0
"2012-407-2012-1",2012,2012,1,407,2,0,0,0,0,30,70,0,0,0,0,"Core PCE",0.75
"2012-420-2012-1",2012,2012,1,420,2,0,0,0,0,20,60,20,0,0,0,"Core PCE",0.75
"2012-421-2012-1",2012,2012,1,421,2,0,0,0,25,35,35,5,0,0,0,"Core PCE",0.75
"2012-422-2012-1",2012,2012,1,422,1,0,0,10,10,20,30,20,5,3,2,"Core PCE",0.75
"2012-423-2012-1",2012,2012,1,423,2,,,,,,,,,,,"Core PCE",0.75
"2012-424-2012-1",2012,2012,1,424,1,1,1,1,5,25,35,25,5,1,1,"Core PCE",0.75
"2012-426-2012-1",2012,2012,1,426,2,0,0,0,10,45,40,5,0,0,0,"Core PCE",0.75
"2012-428-2012-1",2012,2012,1,428,2,,,,,,,,,,,"Core PCE",0.75
"2012-431-2012-1",2012,2012,1,431,1,0,0,0,15,20,40,15,5,5,0,"Core PCE",0.75
"2012-433-2012-1",2012,2012,1,433,2,0,0,0,0,20,60,20,0,0,0,"Core PCE",0.75
"2012-446-2012-1",2012,2012,1,446,2,0,0,0,0,9,33,40,12,6,0,"Core PCE",0.75
"2012-456-2012-1",2012,2012,1,456,1,0,0,1,5,10,20,42,20,2,0,"Core PCE",0.75
"2012-472-2012-1",2012,2012,1,472,2,0,0,0,0,50,50,0,0,0,0,"Core PCE",0.75
"2012-483-2012-1",2012,2012,1,483,3,0,0,0,0,5,15,20,40,20,0,"Core PCE",0.75
"2012-484-2012-1",2012,2012,1,484,2,0,0,0,4,11,24,28,18,11,4,"Core PCE",0.75
"2012-504-2012-1",2012,2012,1,504,1,0,0,0,0,4,33,37,20,5,1,"Core PCE",0.75
"2012-506-2012-1",2012,2012,1,506,2,,,,,,,,,,,"Core PCE",0.75
"2012-507-2012-1",2012,2012,1,507,3,0,0,0,0,10,40,45,5,0,0,"Core PCE",0.75
"2012-508-2012-1",2012,2012,1,508,2,,,,,,,,,,,"Core PCE",0.75
"2012-510-2012-1",2012,2012,1,510,2,0,0,20,20,60,0,0,0,0,0,"Core PCE",0.75
"2012-518-2012-1",2012,2012,1,518,2,0,0,0,0,0,10,80,10,0,0,"Core PCE",0.75
"2012-520-2012-1",2012,2012,1,520,2,,,,,,,,,,,"Core PCE",0.75
"2012-523-2012-1",2012,2012,1,523,2,28.2,19.7,13.8,9.6,6.8,4.7,3.3,3.3,2.3,8.3,"Core PCE",0.75
"2012-524-2012-1",2012,2012,1,524,2,0,0,5,10,20,30,30,5,0,0,"Core PCE",0.75
"2012-527-2012-1",2012,2012,1,527,2,0,0,0,20,50,30,0,0,0,0,"Core PCE",0.75
"2012-532-2012-1",2012,2012,1,532,2,0,0,0,0,45,55,0,0,0,0,"Core PCE",0.75
"2012-535-2012-1",2012,2012,1,535,1,0,0,0,30,45,25,0,0,0,0,"Core PCE",0.75
"2012-540-2012-1",2012,2012,1,540,2,0,0,25,30,35,10,0,0,0,0,"Core PCE",0.75
"2012-542-2012-1",2012,2012,1,542,1,0,0,10,40,40,10,0,0,0,0,"Core PCE",0.75
"2012-546-2012-1",2012,2012,1,546,1,0,0,5,10,20,30,20,10,5,0,"Core PCE",0.75
"2012-548-2012-1",2012,2012,1,548,2,0,0,0,0,5,40,50,5,0,0,"Core PCE",0.75
"2012-549-2012-1",2012,2012,1,549,1,0,0,0,0,35,50,15,0,0,0,"Core PCE",0.75
"2012-551-2012-1",2012,2012,1,551,2,,,,,,,,,,,"Core PCE",0.75
"2012-553-2012-1",2012,2012,1,553,2,0.5,1,3.5,9,21,34,22,7,2,0,"Core PCE",0.75
"2012-554-2012-1",2012,2012,1,554,2,0,0,0,3,20,40,30,5,2,0,"Core PCE",0.75
"2012-555-2012-1",2012,2012,1,555,1,0,0,0,10,60,30,0,0,0,0,"Core PCE",0.75
"2012-556-2012-1",2012,2012,1,556,1,0,0,2.5,12.5,35,35,12.5,2.5,0,0,"Core PCE",0.75
"2012-557-2012-1",2012,2012,1,557,1,0,0,0,10,40,45,5,0,0,0,"Core PCE",0.75
"2012-558-2012-1",2012,2012,1,558,1,,,,,,,,,,,"Core PCE",0.75
"2012-559-2012-1",2012,2012,1,559,1,0,0,0,30,50,20,0,0,0,0,"Core PCE",0.75
"2012-561-2012-1",2012,2012,1,561,2,0,0,0,0,10,80,10,0,0,0,"Core PCE",0.75
"2012-563-2012-1",2012,2012,1,563,2,0,0.48,1.12,6.08,16.48,31.68,26.72,13.92,2.96,0.56,"Core PCE",0.75
"2012-564-2012-1",2012,2012,1,564,2,,,,,,,,,,,"Core PCE",0.75
"2012-568-2012-1",2012,2012,1,568,2,0,0,0,15,25,30,20,10,0,0,"Core PCE",0.75
"2012-569-2012-1",2012,2012,1,569,1,,,,,,,,,,,"Core PCE",0.75
"2012-407-2012-2",2012,2012,2,407,2,0,0,0,0,40,60,0,0,0,0,"Core PCE",0.5
"2012-420-2012-2",2012,2012,2,420,2,0,0,0,0,20,60,20,0,0,0,"Core PCE",0.5
"2012-421-2012-2",2012,2012,2,421,2,0,0,0,27,35,33,5,0,0,0,"Core PCE",0.5
"2012-422-2012-2",2012,2012,2,422,1,0,0,10,10,20,30,20,5,3,2,"Core PCE",0.5
"2012-423-2012-2",2012,2012,2,423,2,,,,,,,,,,,"Core PCE",0.5
"2012-424-2012-2",2012,2012,2,424,1,0,1,1,10,45,40,1,1,1,0,"Core PCE",0.5
"2012-426-2012-2",2012,2012,2,426,2,0,0,10,40,45,5,0,0,0,0,"Core PCE",0.5
"2012-428-2012-2",2012,2012,2,428,2,,,,,,,,,,,"Core PCE",0.5
"2012-431-2012-2",2012,2012,2,431,1,0,0,0,10,40,30,20,0,0,0,"Core PCE",0.5
"2012-433-2012-2",2012,2012,2,433,2,0,0,0,0,30,60,10,0,0,0,"Core PCE",0.5
"2012-446-2012-2",2012,2012,2,446,2,0,0,0,7,19,40,26,8,0,0,"Core PCE",0.5
"2012-463-2012-2",2012,2012,2,463,2,0,0,0,0,50,44,6,0,0,0,"Core PCE",0.5
"2012-483-2012-2",2012,2012,2,483,3,,,,,,,,,,,"Core PCE",0.5
"2012-484-2012-2",2012,2012,2,484,2,0,0,0,4,32,42,19,2,1,0,"Core PCE",0.5
"2012-504-2012-2",2012,2012,2,504,1,0,0,0,0,4,33,37,20,5,1,"Core PCE",0.5
"2012-506-2012-2",2012,2012,2,506,2,0,0,0,0,40,50,10,0,0,0,"Core PCE",0.5
"2012-507-2012-2",2012,2012,2,507,3,0,0,0,0,25,55,20,0,0,0,"Core PCE",0.5
"2012-508-2012-2",2012,2012,2,508,2,,,,,,,,,,,"Core PCE",0.5
"2012-510-2012-2",2012,2012,2,510,2,,,,,,,,,,,"Core PCE",0.5
"2012-512-2012-2",2012,2012,2,512,2,0,0,0,5,55,35,5,0,0,0,"Core PCE",0.5
"2012-518-2012-2",2012,2012,2,518,2,0,0,0,0,10,80,10,0,0,0,"Core PCE",0.5
"2012-520-2012-2",2012,2012,2,520,2,,,,,,,,,,,"Core PCE",0.5
"2012-524-2012-2",2012,2012,2,524,2,0,0,5,10,20,30,30,5,0,0,"Core PCE",0.5
"2012-527-2012-2",2012,2012,2,527,2,0,0,0,0,80,20,0,0,0,0,"Core PCE",0.5
"2012-532-2012-2",2012,2012,2,532,2,0,0,0,0,45,55,0,0,0,0,"Core PCE",0.5
"2012-535-2012-2",2012,2012,2,535,1,0,0,0,40,50,10,0,0,0,0,"Core PCE",0.5
"2012-540-2012-2",2012,2012,2,540,2,0,0,20,30,40,10,0,0,0,0,"Core PCE",0.5
"2012-542-2012-2",2012,2012,2,542,1,0,0,5,25,55,15,0,0,0,0,"Core PCE",0.5
"2012-546-2012-2",2012,2012,2,546,1,1,4,10,15,20,20,15,8,5,2,"Core PCE",0.5
"2012-548-2012-2",2012,2012,2,548,2,0,0,0,0,5,85,10,0,0,0,"Core PCE",0.5
"2012-549-2012-2",2012,2012,2,549,1,0,0,0,0,40,60,0,0,0,0,"Core PCE",0.5
"2012-553-2012-2",2012,2012,2,553,2,0.5,1,3.5,9,21,34,22,7,2,0,"Core PCE",0.5
"2012-556-2012-2",2012,2012,2,556,1,0,0,0,15,35,35,15,0,0,0,"Core PCE",0.5
"2012-557-2012-2",2012,2012,2,557,1,0,0,0,10,38,45,7,0,0,0,"Core PCE",0.5
"2012-558-2012-2",2012,2012,2,558,1,,,,,,,,,,,"Core PCE",0.5
"2012-559-2012-2",2012,2012,2,559,1,0,0,0,30,50,20,0,0,0,0,"Core PCE",0.5
"2012-563-2012-2",2012,2012,2,563,2,0,0,0.4,3.2,19.48,41.96,29.96,4.84,0.16,0,"Core PCE",0.5
"2012-568-2012-2",2012,2012,2,568,2,0,0,0,10,40,40,10,0,0,0,"Core PCE",0.5
"2012-569-2012-2",2012,2012,2,569,1,,,,,,,,,,,"Core PCE",0.5
"2012-407-2012-3",2012,2012,3,407,2,0,0,0,5,90,5,0,0,0,0,"Core PCE",0.25
"2012-411-2012-3",2012,2012,3,411,2,0,0,0,10,40,40,10,0,0,0,"Core PCE",0.25
"2012-420-2012-3",2012,2012,3,420,2,0,0,0,0,20,70,10,0,0,0,"Core PCE",0.25
"2012-421-2012-3",2012,2012,3,421,2,0,0,0,27,35,33,5,0,0,0,"Core PCE",0.25
"2012-422-2012-3",2012,2012,3,422,1,0,0,10,10,20,30,20,5,3,2,"Core PCE",0.25
"2012-423-2012-3",2012,2012,3,423,2,,,,,,,,,,,"Core PCE",0.25
"2012-424-2012-3",2012,2012,3,424,1,1,1,2,20,40,30,3,1,1,1,"Core PCE",0.25
"2012-426-2012-3",2012,2012,3,426,2,0,0,0,10,25,45,20,0,0,0,"Core PCE",0.25
"2012-428-2012-3",2012,2012,3,428,2,1,2,4,8,11,21,33,13,6,1,"Core PCE",0.25
"2012-431-2012-3",2012,2012,3,431,1,0,0,0,0,25,50,25,0,0,0,"Core PCE",0.25
"2012-433-2012-3",2012,2012,3,433,2,0,0,0,15,75,10,0,0,0,0,"Core PCE",0.25
"2012-446-2012-3",2012,2012,3,446,2,0,0,0,8,26,40,19,7,0,0,"Core PCE",0.25
"2012-456-2012-3",2012,2012,3,456,1,0,0,0,5,40,50,5,0,0,0,"Core PCE",0.25
"2012-463-2012-3",2012,2012,3,463,2,0,0,0,0,30,70,0,0,0,0,"Core PCE",0.25
"2012-472-2012-3",2012,2012,3,472,2,0,0,0,0,75,25,0,0,0,0,"Core PCE",0.25
"2012-483-2012-3",2012,2012,3,483,3,0,0,0,0,0,20,75,5,0,0,"Core PCE",0.25
"2012-484-2012-3",2012,2012,3,484,2,0,0,0,4,46,40,7,2,1,0,"Core PCE",0.25
"2012-504-2012-3",2012,2012,3,504,1,0,0,0,0,4,33,37,20,5,1,"Core PCE",0.25
"2012-507-2012-3",2012,2012,3,507,3,0,0,0,0,30,60,10,0,0,0,"Core PCE",0.25
"2012-508-2012-3",2012,2012,3,508,2,,,,,,,,,,,"Core PCE",0.25
"2012-510-2012-3",2012,2012,3,510,2,0,0,0,0,50,50,0,0,0,0,"Core PCE",0.25
"2012-512-2012-3",2012,2012,3,512,2,0,0,0,10,50,35,5,0,0,0,"Core PCE",0.25
"2012-518-2012-3",2012,2012,3,518,2,0,0,0,0,10,80,10,0,0,0,"Core PCE",0.25
"2012-520-2012-3",2012,2012,3,520,2,,,,,,,,,,,"Core PCE",0.25
"2012-523-2012-3",2012,2012,3,523,2,4.72,6.89,10.28,13,14.5,16.25,11.7,8.58,6.83,7.25,"Core PCE",0.25
"2012-524-2012-3",2012,2012,3,524,2,0,0,5,10,20,30,30,5,0,0,"Core PCE",0.25
"2012-526-2012-3",2012,2012,3,526,2,0,0,0,10,30,50,10,0,0,0,"Core PCE",0.25
"2012-527-2012-3",2012,2012,3,527,2,0,0,0,0,30,60,10,0,0,0,"Core PCE",0.25
"2012-532-2012-3",2012,2012,3,532,2,0,0,0,0,50,50,0,0,0,0,"Core PCE",0.25
"2012-533-2012-3",2012,2012,3,533,1,0,0,0,5,20,30,30,10,5,0,"Core PCE",0.25
"2012-535-2012-3",2012,2012,3,535,1,,,,,,,,,,,"Core PCE",0.25
"2012-540-2012-3",2012,2012,3,540,2,0,0,20,30,40,10,0,0,0,0,"Core PCE",0.25
"2012-542-2012-3",2012,2012,3,542,1,0,0,5,25,45,25,0,0,0,0,"Core PCE",0.25
"2012-546-2012-3",2012,2012,3,546,1,0,0,5,20,60,10,5,0,0,0,"Core PCE",0.25
"2012-548-2012-3",2012,2012,3,548,2,0,0,0,0,0,70,30,0,0,0,"Core PCE",0.25
