Year.ID.ForecastYear.Quarter,YEAR FORECAST MADE,YEAR BEING FORECAST,QUARTER,FORECASTER ID,INDUSTRY,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,INDICATOR,TDIST
2007-518-2007-1,2007,2007,1,518,2.0,0.0,2.0,3.0,20.0,50.0,20.0,3.0,2.0,0.0,0.0,Core PCE,0.75
2007-519-2007-1,2007,2007,1,519,1.0,0.0,0.0,5.0,10.0,20.0,30.0,20.0,10.0,5.0,0.0,Core PCE,0.75
2007-520-2007-1,2007,2007,1,520,2.0,0.0,0.0,0.0,0.0,20.0,60.0,20.0,0.0,0.0,0.0,Core PCE,0.75
2007-521-2007-1,2007,2007,1,521,1.0,0.0,0.0,0.0,15.0,40.0,30.0,10.0,5.0,0.0,0.0,Core PCE,0.75
2007-524-2007-1,2007,2007,1,524,2.0,0.0,0.0,10.0,20.0,35.0,25.0,10.0,0.0,0.0,0.0,Core PCE,0.75
2007-526-2007-1,2007,2007,1,526,2.0,0.0,0.0,0.0,15.0,85.0,0.0,0.0,0.0,0.0,0.0,Core PCE,0.75
2007-527-2007-1,2007,2007,1,527,2.0,,,,,,,,,,,Core PCE,0.75
2007-528-2007-1,2007,2007,1,528,1.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,Core PCE,0.75
2007-532-2007-1,2007,2007,1,532,2.0,0.0,0.0,0.0,10.0,50.0,40.0,0.0,0.0,0.0,0.0,Core PCE,0.75
2007-533-2007-1,2007,2007,1,533,1.0,0.0,0.0,0.0,0.0,15.0,40.0,35.0,10.0,0.0,0.0,Core PCE,0.75
2007-535-2007-1,2007,2007,1,535,1.0,0.0,0.0,0.0,40.0,50.0,10.0,0.0,0.0,0.0,0.0,Core PCE,0.75
2007-536-2007-1,2007,2007,1,536,2.0,0.0,0.0,0.0,0.0,25.0,55.0,20.0,0.0,0.0,0.0,Core PCE,0.75
2007-539-2007-1,2007,2007,1,539,1.0,1.0,2.0,15.0,40.0,30.0,10.0,1.0,1.0,0.0,0.0,Core PCE,0.75
2007-540-2007-1,2007,2007,1,540,2.0,,,,,,,,,,,Core PCE,0.75
2007-541-2007-1,2007,2007,1,541,1.0,0.0,0.0,0.0,10.0,40.0,45.0,5.0,0.0,0.0,0.0,Core PCE,0.75
2007-542-2007-1,2007,2007,1,542,1.0,0.0,0.0,10.0,45.0,35.0,10.0,0.0,0.0,0.0,0.0,Core PCE,0.75
2007-543-2007-1,2007,2007,1,543,1.0,,,,,,,,,,,Core PCE,0.75
2007-544-2007-1,2007,2007,1,544,1.0,0.0,0.0,0.0,5.0,45.0,45.0,5.0,0.0,0.0,0.0,Core PCE,0.75
2007-546-2007-1,2007,2007,1,546,1.0,1.0,6.0,10.0,20.0,25.0,20.0,10.0,6.0,1.0,1.0,Core PCE,0.75
2007-548-2007-1,2007,2007,1,548,2.0,0.0,0.0,0.0,10.0,25.0,60.0,5.0,0.0,0.0,0.0,Core PCE,0.75
2007-549-2007-1,2007,2007,1,549,1.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,Core PCE,0.75
2007-551-2007-1,2007,2007,1,551,2.0,,,,,,,,,,,Core PCE,0.75
2007-552-2007-1,2007,2007,1,552,1.0,0.0,0.0,0.0,10.0,60.0,25.0,5.0,0.0,0.0,0.0,Core PCE,0.75
2007-20-2007-2,2007,2007,2,20,2.0,0.0,0.0,0.0,20.0,70.0,10.0,0.0,0.0,0.0,0.0,Core PCE,0.5
2007-65-2007-2,2007,2007,2,65,3.0,,,,,,,,,,,Core PCE,0.5
2007-84-2007-2,2007,2007,2,84,1.0,,,,,,,,,,,Core PCE,0.5
2007-99-2007-2,2007,2007,2,99,1.0,0.0,0.0,1.0,10.0,42.0,37.0,6.0,3.0,1.0,0.0,Core PCE,0.5
2007-405-2007-2,2007,2007,2,405,1.0,,,,,,,,,,,Core PCE,0.5
2007-407-2007-2,2007,2007,2,407,2.0,0.0,0.0,10.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0,Core PCE,0.5
2007-411-2007-2,2007,2007,2,411,2.0,0.0,0.0,0.0,15.0,35.0,35.0,15.0,0.0,0.0,0.0,Core PCE,0.5
2007-420-2007-2,2007,2007,2,420,2.0,0.0,0.0,0.0,5.0,60.0,35.0,0.0,0.0,0.0,0.0,Core PCE,0.5
2007-421-2007-2,2007,2007,2,421,2.0,0.0,0.0,0.0,10.0,45.0,35.0,10.0,0.0,0.0,0.0,Core PCE,0.5
2007-422-2007-2,2007,2007,2,422,1.0,,,,,,,,,,,Core PCE,0.5
2007-423-2007-2,2007,2007,2,423,2.0,,,,,,,,,,,Core PCE,0.5
2007-424-2007-2,2007,2007,2,424,1.0,1.0,1.0,5.0,15.0,55.0,15.0,5.0,1.0,1.0,1.0,Core PCE,0.5
2007-426-2007-2,2007,2007,2,426,2.0,,,,,,,,,,,Core PCE,0.5
2007-429-2007-2,2007,2007,2,429,2.0,,,,,,,,,,,Core PCE,0.5
2007-431-2007-2,2007,2007,2,431,1.0,0.0,0.0,0.0,10.0,55.0,35.0,0.0,0.0,0.0,0.0,Core PCE,0.5
2007-439-2007-2,2007,2007,2,439,2.0,0.0,0.0,10.0,22.5,35.0,27.5,5.0,0.0,0.0,0.0,Core PCE,0.5
2007-446-2007-2,2007,2007,2,446,2.0,0.0,0.0,0.0,5.0,10.0,70.0,10.0,5.0,0.0,0.0,Core PCE,0.5
2007-456-2007-2,2007,2007,2,456,1.0,0.0,0.0,0.0,5.0,45.0,50.0,0.0,0.0,0.0,0.0,Core PCE,0.5
2007-463-2007-2,2007,2007,2,463,2.0,0.0,0.0,0.0,3.0,52.0,42.0,3.0,0.0,0.0,0.0,Core PCE,0.5
2007-472-2007-2,2007,2007,2,472,2.0,,,,,,,,,,,Core PCE,0.5
2007-483-2007-2,2007,2007,2,483,3.0,2.0,9.0,14.0,28.0,28.0,11.0,6.0,2.0,0.0,0.0,Core PCE,0.5
2007-484-2007-2,2007,2007,2,484,2.0,0.0,0.0,1.0,25.0,52.0,21.0,1.0,0.0,0.0,0.0,Core PCE,0.5
2007-497-2007-2,2007,2007,2,497,1.0,,,,,,,,,,,Core PCE,0.5
2007-498-2007-2,2007,2007,2,498,1.0,0.0,0.0,0.0,5.0,35.0,45.0,10.0,5.0,0.0,0.0,Core PCE,0.5
2007-506-2007-2,2007,2007,2,506,2.0,0.0,0.0,0.0,15.0,35.0,35.0,15.0,0.0,0.0,0.0,Core PCE,0.5
2007-507-2007-2,2007,2007,2,507,3.0,0.0,0.0,0.0,15.0,70.0,15.0,0.0,0.0,0.0,0.0,Core PCE,0.5
2007-508-2007-2,2007,2007,2,508,2.0,,,,,,,,,,,Core PCE,0.5
2007-510-2007-2,2007,2007,2,510,2.0,0.0,0.0,0.0,0.0,20.0,40.0,40.0,0.0,0.0,0.0,Core PCE,0.5
2007-512-2007-2,2007,2007,2,512,2.0,0.0,0.0,0.0,10.0,50.0,30.0,10.0,0.0,0.0,0.0,Core PCE,0.5
2007-516-2007-2,2007,2007,2,516,1.0,0.0,0.0,0.0,0.0,30.0,60.0,10.0,0.0,0.0,0.0,Core PCE,0.5
2007-518-2007-2,2007,2007,2,518,2.0,0.0,0.0,1.0,4.0,20.0,50.0,20.0,4.0,1.0,0.0,Core PCE,0.5
2007-519-2007-2,2007,2007,2,519,1.0,0.0,0.0,5.0,20.0,40.0,30.0,5.0,0.0,0.0,0.0,Core PCE,0.5
2007-520-2007-2,2007,2007,2,520,2.0,0.0,0.0,5.0,15.0,40.0,20.0,15.0,5.0,0.0,0.0,Core PCE,0.5
2007-521-2007-2,2007,2007,2,521,1.0,0.0,0.0,5.0,25.0,40.0,25.0,5.0,0.0,0.0,0.0,Core PCE,0.5
2007-524-2007-2,2007,2007,2,524,2.0,0.0,10.0,25.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,Core PCE,0.5
2007-526-2007-2,2007,2007,2,526,2.0,0.0,0.0,5.0,25.0,65.0,5.0,0.0,0.0,0.0,0.0,Core PCE,0.5
2007-527-2007-2,2007,2007,2,527,2.0,0.0,0.0,0.0,20.0,50.0,30.0,0.0,0.0,0.0,0.0,Core PCE,0.5
2007-528-2007-2,2007,2007,2,528,1.0,0.0,0.0,0.0,20.0,50.0,30.0,0.0,0.0,0.0,0.0,Core PCE,0.5
2007-531-2007-2,2007,2007,2,531,1.0,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,0.0,Core PCE,0.5
2007-532-2007-2,2007,2007,2,532,2.0,0.0,0.0,0.0,20.0,50.0,30.0,0.0,0.0,0.0,0.0,Core PCE,0.5
2007-535-2007-2,2007,2007,2,535,1.0,0.0,0.0,0.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0,Core PCE,0.5
2007-539-2007-2,2007,2007,2,539,1.0,1.0,2.0,15.0,40.0,30.0,10.0,1.0,1.0,0.0,0.0,Core PCE,0.5
2007-540-2007-2,2007,2007,2,540,2.0,,,,,,,,,,,Core PCE,0.5
2007-541-2007-2,2007,2007,2,541,1.0,0.0,0.0,0.0,25.0,40.0,35.0,0.0,0.0,0.0,0.0,Core PCE,0.5
2007-542-2007-2,2007,2007,2,542,1.0,0.0,0.0,5.0,25.0,45.0,20.0,5.0,0.0,0.0,0.0,Core PCE,0.5
2007-543-2007-2,2007,2007,2,543,1.0,,,,,,,,,,,Core PCE,0.5
2007-544-2007-2,2007,2007,2,544,1.0,0.0,0.0,0.0,5.0,45.0,45.0,5.0,0.0,0.0,0.0,Core PCE,0.5
2007-546-2007-2,2007,2007,2,546,1.0,1.0,1.0,5.0,28.0,35.0,20.0,7.0,2.0,1.0,0.0,Core PCE,0.5
2007-548-2007-2,2007,2007,2,548,2.0,0.0,10.0,40.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,Core PCE,0.5
2007-549-2007-2,2007,2007,2,549,1.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,Core PCE,0.5
2007-550-2007-2,2007,2007,2,550,2.0,2.0,6.0,10.0,15.0,15.0,15.0,15.0,15.0,7.0,0.0,Core PCE,0.5
2007-551-2007-2,2007,2007,2,551,2.0,,,,,,,,,,,Core PCE,0.5
2007-552-2007-2,2007,2007,2,552,1.0,0.0,0.0,0.0,5.0,50.0,45.0,0.0,0.0,0.0,0.0,Core PCE,0.5
2007-20-2007-3,2007,2007,3,20,2.0,0.0,0.0,0.0,0.0,30.0,30.0,20.0,20.0,0.0,0.0,Core PCE,0.25
2007-65-2007-3,2007,2007,3,65,3.0,,,,,,,,,,,Core PCE,0.25
2007-84-2007-3,2007,2007,3,84,1.0,,,,,,,,,,,Core PCE,0.25
2007-411-2007-3,2007,2007,3,411,2.0,0.0,0.0,0.0,15.0,35.0,35.0,15.0,0.0,0.0,0.0,Core PCE,0.25
2007-420-2007-3,2007,2007,3,420,2.0,0.0,0.0,0.0,5.0,60.0,35.0,0.0,0.0,0.0,0.0,Core PCE,0.25
2007-422-2007-3,2007,2007,3,422,1.0,,,,,,,,,,,Core PCE,0.25
2007-424-2007-3,2007,2007,3,424,1.0,1.0,1.0,1.0,10.0,65.0,18.0,1.0,1.0,1.0,1.0,Core PCE,0.25
2007-426-2007-3,2007,2007,3,426,2.0,,,,,,,,,,,Core PCE,0.25
2007-428-2007-3,2007,2007,3,428,2.0,,,,,,,,,,,Core PCE,0.25
2007-429-2007-3,2007,2007,3,429,2.0,,,,,,,,,,,Core PCE,0.25
2007-431-2007-3,2007,2007,3,431,1.0,0.0,0.0,0.0,0.0,55.0,45.0,0.0,0.0,0.0,0.0,Core PCE,0.25
2007-433-2007-3,2007,2007,3,433,2.0,,,,,,,,,,,Core PCE,0.25
2007-446-2007-3,2007,2007,3,446,2.0,0.5,1.0,1.0,2.5,45.0,45.0,2.5,1.0,1.0,0.5,Core PCE,0.25
2007-456-2007-3,2007,2007,3,456,1.0,0.0,0.0,1.0,9.0,35.0,45.0,10.0,0.0,0.0,0.0,Core PCE,0.25
2007-463-2007-3,2007,2007,3,463,2.0,0.0,0.0,1.0,10.0,47.0,36.0,6.0,0.0,0.0,0.0,Core PCE,0.25
2007-472-2007-3,2007,2007,3,472,2.0,,,,,,,,,,,Core PCE,0.25
2007-483-2007-3,2007,2007,3,483,3.0,2.0,9.0,14.0,24.0,28.0,15.0,6.0,2.0,0.0,0.0,Core PCE,0.25
2007-484-2007-3,2007,2007,3,484,2.0,0.0,0.0,0.0,3.0,33.0,47.0,16.0,1.0,0.0,0.0,Core PCE,0.25
2007-497-2007-3,2007,2007,3,497,1.0,,,,,,,,,,,Core PCE,0.25
2007-504-2007-3,2007,2007,3,504,1.0,0.0,0.0,0.0,0.0,25.0,55.0,20.0,0.0,0.0,0.0,Core PCE,0.25
2007-506-2007-3,2007,2007,3,506,2.0,0.0,0.0,0.0,0.0,35.0,65.0,0.0,0.0,0.0,0.0,Core PCE,0.25
2007-507-2007-3,2007,2007,3,507,3.0,0.0,0.0,0.0,0.0,65.0,35.0,0.0,0.0,0.0,0.0,Core PCE,0.25
2007-508-2007-3,2007,2007,3,508,2.0,0.0,0.0,0.0,4.0,40.0,50.0,6.0,0.0,0.0,0.0,Core PCE,0.25
2007-510-2007-3,2007,2007,3,510,2.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,Core PCE,0.25
2007-512-2007-3,2007,2007,3,512,2.0,0.0,0.0,5.0,40.0,45.0,10.0,0.0,0.0,0.0,0.0,Core PCE,0.25
2007-516-2007-3,2007,2007,3,516,1.0,0.0,0.0,0.0,0.0,5.0,75.0,20.0,0.0,0.0,0.0,Core PCE,0.25
2007-518-2007-3,2007,2007,3,518,2.0,0.0,0.0,1.0,4.0,20.0,50.0,20.0,4.0,1.0,0.0,Core PCE,0.25
2007-519-2007-3,2007,2007,3,519,1.0,0.0,7.0,10.0,15.0,40.0,20.0,5.0,3.0,0.0,0.0,Core PCE,0.25
2007-521-2007-3,2007,2007,3,521,1.0,0.0,0.0,0.0,10.0,45.0,35.0,10.0,0.0,0.0,0.0,Core PCE,0.25
2007-524-2007-3,2007,2007,3,524,2.0,0.0,10.0,25.0,40.0,25.0,0.0,0.0,0.0,0.0,0.0,Core PCE,0.25
2007-526-2007-3,2007,2007,3,526,2.0,0.0,0.0,5.0,25.0,65.0,5.0,0.0,0.0,0.0,0.0,Core PCE,0.25
2007-527-2007-3,2007,2007,3,527,2.0,0.0,0.0,0.0,0.0,35.0,60.0,5.0,0.0,0.0,0.0,Core PCE,0.25
2007-528-2007-3,2007,2007,3,528,1.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,Core PCE,0.25
2007-531-2007-3,2007,2007,3,531,1.0,0.0,0.0,0.0,0.0,35.0,65.0,0.0,0.0,0.0,0.0,Core PCE,0.25
2007-532-2007-3,2007,2007,3,532,2.0,0.0,0.0,0.0,10.0,50.0,40.0,0.0,0.0,0.0,0.0,Core PCE,0.25
2007-533-2007-3,2007,2007,3,533,1.0,0.0,0.0,0.0,5.0,35.0,50.0,10.0,0.0,0.0,0.0,Core PCE,0.25
2007-535-2007-3,2007,2007,3,535,1.0,0.0,0.0,0.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,Core PCE,0.25
2007-538-2007-3,2007,2007,3,538,2.0,,,,,,,,,,,Core PCE,0.25
2007-540-2007-3,2007,2007,3,540,2.0,,,,,,,,,,,Core PCE,0.25
2007-541-2007-3,2007,2007,3,541,1.0,,,,,,,,,,,Core PCE,0.25
2007-542-2007-3,2007,2007,3,542,1.0,0.0,0.0,5.0,15.0,60.0,15.0,5.0,0.0,0.0,0.0,Core PCE,0.25
2007-543-2007-3,2007,2007,3,543,1.0,,,,,,,,,,,Core PCE,0.25
2007-544-2007-3,2007,2007,3,544,1.0,0.0,0.0,0.0,10.0,30.0,50.0,10.0,0.0,0.0,0.0,Core PCE,0.25
2007-546-2007-3,2007,2007,3,546,1.0,1.0,1.0,5.0,25.0,35.0,25.0,5.0,1.0,1.0,1.0,Core PCE,0.25
2007-548-2007-3,2007,2007,3,548,2.0,0.0,0.0,5.0,45.0,45.0,5.0,0.0,0.0,0.0,0.0,Core PCE,0.25
2007-549-2007-3,2007,2007,3,549,1.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,Core PCE,0.25
2007-551-2007-3,2007,2007,3,551,2.0,,,,,,,,,,,Core PCE,0.25
2007-552-2007-3,2007,2007,3,552,1.0,0.0,0.0,0.0,0.0,40.0,50.0,10.0,0.0,0.0,0.0,Core PCE,0.25
2007-554-2007-3,2007,2007,3,554,2.0,0.0,0.0,5.0,5.0,20.0,40.0,30.0,0.0,0.0,0.0,Core PCE,0.25
2007-20-2007-4,2007,2007,4,20,2.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,20.0,0.0,0.0,Core PCE,0.0
2007-84-2007-4,2007,2007,4,84,1.0,,,,,,,,,,,Core PCE,0.0
2007-407-2007-4,2007,2007,4,407,2.0,,,,,,,,,,,Core PCE,0.0
2007-411-2007-4,2007,2007,4,411,2.0,0.0,0.0,0.0,15.0,35.0,35.0,15.0,0.0,0.0,0.0,Core PCE,0.0
2007-420-2007-4,2007,2007,4,420,2.0,0.0,0.0,0.0,5.0,35.0,60.0,0.0,0.0,0.0,0.0,Core PCE,0.0
2007-421-2007-4,2007,2007,4,421,2.0,0.0,0.0,0.0,5.0,45.0,45.0,5.0,0.0,0.0,0.0,Core PCE,0.0
2007-422-2007-4,2007,2007,4,422,1.0,,,,,,,,,,,Core PCE,0.0
2007-424-2007-4,2007,2007,4,424,1.0,0.0,1.0,1.0,1.0,15.0,74.0,5.0,1.0,1.0,1.0,Core PCE,0.0
2007-428-2007-4,2007,2007,4,428,2.0,,,,,,,,,,,Core PCE,0.0
2007-429-2007-4,2007,2007,4,429,2.0,,,,,,,,,,,Core PCE,0.0
2007-431-2007-4,2007,2007,4,431,1.0,0.0,0.0,0.0,5.0,35.0,60.0,0.0,0.0,0.0,0.0,Core PCE,0.0
2007-446-2007-4,2007,2007,4,446,2.0,0.0,0.0,0.0,2.5,25.0,70.0,2.5,0.0,0.0,0.0,Core PCE,0.0
2007-448-2007-4,2007,2007,4,448,2.0,0.0,0.0,10.0,15.0,35.0,30.0,10.0,0.0,0.0,0.0,Core PCE,0.0
2007-456-2007-4,2007,2007,4,456,1.0,0.0,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,Core PCE,0.0
2007-463-2007-4,2007,2007,4,463,2.0,0.0,0.0,0.0,5.0,60.0,35.0,0.0,0.0,0.0,0.0,Core PCE,0.0
2007-472-2007-4,2007,2007,4,472,2.0,0.0,0.0,0.0,0.0,35.0,65.0,0.0,0.0,0.0,0.0,Core PCE,0.0
2007-483-2007-4,2007,2007,4,483,3.0,0.0,0.0,0.0,5.0,45.0,50.0,0.0,0.0,0.0,0.0,Core PCE,0.0
2007-484-2007-4,2007,2007,4,484,2.0,0.0,0.0,0.0,1.0,29.0,65.0,5.0,0.0,0.0,0.0,Core PCE,0.0
2007-498-2007-4,2007,2007,4,498,1.0,0.0,0.0,0.0,0.0,10.0,80.0,10.0,0.0,0.0,0.0,Core PCE,0.0
2007-504-2007-4,2007,2007,4,504,1.0,0.0,0.0,0.0,0.0,25.0,55.0,20.0,0.0,0.0,0.0,Core PCE,0.0
2007-507-2007-4,2007,2007,4,507,3.0,0.0,0.0,0.0,0.0,95.0,5.0,0.0,0.0,0.0,0.0,Core PCE,0.0
2007-508-2007-4,2007,2007,4,508,2.0,0.0,0.0,5.0,15.0,35.0,40.0,5.0,0.0,0.0,0.0,Core PCE,0.0
2007-510-2007-4,2007,2007,4,510,2.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,Core PCE,0.0
2007-512-2007-4,2007,2007,4,512,2.0,0.0,0.0,5.0,15.0,60.0,15.0,5.0,0.0,0.0,0.0,Core PCE,0.0
2007-516-2007-4,2007,2007,4,516,1.0,,,,,,,,,,,Core PCE,0.0
2007-518-2007-4,2007,2007,4,518,2.0,0.0,0.0,0.0,5.0,15.0,60.0,15.0,5.0,0.0,0.0,Core PCE,0.0
2007-519-2007-4,2007,2007,4,519,1.0,0.0,7.0,10.0,15.0,40.0,20.0,5.0,3.0,0.0,0.0,Core PCE,0.0
2007-520-2007-4,2007,2007,4,520,2.0,,,,,,,,,,,Core PCE,0.0
2007-521-2007-4,2007,2007,4,521,1.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,Core PCE,0.0
2007-524-2007-4,2007,2007,4,524,2.0,0.0,10.0,20.0,40.0,20.0,10.0,0.0,0.0,0.0,0.0,Core PCE,0.0
2007-526-2007-4,2007,2007,4,526,2.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,Core PCE,0.0
2007-527-2007-4,2007,2007,4,527,2.0,0.0,0.0,0.0,0.0,40.0,50.0,10.0,0.0,0.0,0.0,Core PCE,0.0
2007-528-2007-4,2007,2007,4,528,1.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,Core PCE,0.0
2007-532-2007-4,2007,2007,4,532,2.0,0.0,0.0,0.0,10.0,50.0,40.0,0.0,0.0,0.0,0.0,Core PCE,0.0
2007-535-2007-4,2007,2007,4,535,1.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,0.0,0.0,Core PCE,0.0
2007-539-2007-4,2007,2007,4,539,1.0,1.0,2.0,10.0,50.0,25.0,5.0,4.0,1.0,1.0,1.0,Core PCE,0.0
2007-540-2007-4,2007,2007,4,540,2.0,,,,,,,,,,,Core PCE,0.0
2007-542-2007-4,2007,2007,4,542,1.0,0.0,0.0,0.0,5.0,55.0,40.0,0.0,0.0,0.0,0.0,Core PCE,0.0
2007-543-2007-4,2007,2007,4,543,1.0,,,,,,,,,,,Core PCE,0.0
2007-544-2007-4,2007,2007,4,544,1.0,0.0,0.0,0.0,5.0,45.0,45.0,5.0,0.0,0.0,0.0,Core PCE,0.0
2007-546-2007-4,2007,2007,4,546,1.0,0.0,0.0,0.0,15.0,70.0,15.0,0.0,0.0,0.0,0.0,Core PCE,0.0
2007-548-2007-4,2007,2007,4,548,2.0,0.0,0.0,0.0,0.0,15.0,85.0,0.0,0.0,0.0,0.0,Core PCE,0.0
2007-549-2007-4,2007,2007,4,549,1.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,Core PCE,0.0
2007-550-2007-4,2007,2007,4,550,2.0,14.0,19.0,26.0,13.0,10.0,8.0,4.0,2.0,2.0,2.0,Core PCE,0.0
2007-552-2007-4,2007,2007,4,552,1.0,0.0,0.0,0.0,0.0,20.0,60.0,20.0,0.0,0.0,0.0,Core PCE,0.0
2007-553-2007-4,2007,2007,4,553,2.0,0.0,0.0,2.5,10.0,42.0,40.0,5.5,0.0,0.0,0.0,Core PCE,0.0
2007-554-2007-4,2007,2007,4,554,2.0,0.0,0.0,0.0,5.0,25.0,30.0,25.0,15.0,0.0,0.0,Core PCE,0.0
2007-555-2007-4,2007,2007,4,555,1.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,Core PCE,0.0
2008-99-2008-1,2008,2008,1,99,1.0,2.0,7.0,9.0,13.0,35.0,15.0,8.0,6.0,4.0,1.0,Core PCE,0.75
2008-407-2008-1,2008,2008,1,407,2.0,0.0,0.0,0.0,35.0,50.0,15.0,0.0,0.0,0.0,0.0,Core PCE,0.75
2008-411-2008-1,2008,2008,1,411,2.0,,,,,,,,,,,Core PCE,0.75
2008-420-2008-1,2008,2008,1,420,2.0,0.0,0.0,0.0,5.0,45.0,45.0,5.0,0.0,0.0,0.0,Core PCE,0.75
2008-421-2008-1,2008,2008,1,421,2.0,0.0,0.0,0.0,12.0,40.0,40.0,8.0,0.0,0.0,0.0,Core PCE,0.75
2008-422-2008-1,2008,2008,1,422,1.0,,,,,,,,,,,Core PCE,0.75
2008-423-2008-1,2008,2008,1,423,2.0,,,,,,,,,,,Core PCE,0.75
